,ds,region,market,account_type,funnel,Identifier,X,y,new_funnel,generic_cost,competitor_cost,generic_cost_split,competitor_cost_split,Weekend,anomaly_2021,covid_year_dummy,weekday_or_weekend,Nov_Dec_2018,Jul_Dec_2019,Mar_2018,Apr_2019,May_2019,Account Type,AOV,ROAS,Month of Ds,floor,cap,new_confirmed
12183,2020-12-10,Europe,Germany,-,Brand,L,5568.09,3564.0,0,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,24.69,8.13,December,0,1833.477995139733,85332
12184,2020-12-10,Europe,Italy,-,Brand,L,2563.86,1409.0,0,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,37.09,12.42,December,0,858.5371043407927,49845
12185,2020-12-10,Europe,Italy,-,Non_Brand,L,618.1500000000001,450.0,0,89.5,528.6500000000001,0.1447868640297662,0.8552131359702337,0,0,1,0,0,0,0,0,0,-,41.72,11.79,December,0,174.68812320230106,49845
12186,2020-12-10,Europe,Poland,-,Brand,L,578.6,1010.0,0,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,20.26,34.73,December,0,991.8449160908192,39197
12187,2020-12-10,Europe,Poland,-,Non_Brand,L,674.53,617.0,0,10.05,664.48,0.014899263190666095,0.9851007368093339,0,0,1,0,0,0,0,0,0,-,19.2,14.67,December,0,515.383078125,39197
12188,2020-12-10,Europe,UK,-,Brand,L,4527.099999999999,2648.0,0,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,23.16,6.01,December,0,1174.7785405872191,92192
12189,2020-12-10,Europe,UK,-,Non_Brand,L,465.58,342.0,0,191.76999999999998,273.81,0.41189484084367883,0.5881051591563211,0,0,1,0,0,0,0,0,0,-,24.36,5.37,December,0,102.63401477832512,92192
12190,2020-12-11,Europe,SM,-,-,S,1061.07,491.0,BrandBrandNon_BrandNon_BrandBrandNon_BrandNon_BrandBrandNon_BrandNon_BrandBrandNon_BrandNon_Brand,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,76.01,28.37,December,0,396.0341520852519,0
12191,2020-12-11,Europe,France,-,Brand,L,4525.07,1128.0,0,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,35.97,7.83,December,0,985.0235779816514,41152
12192,2020-12-11,Europe,France,-,Non_Brand,L,258.54,105.0,0,1.79,256.75,0.006923493463293881,0.9930765065367061,0,0,1,0,0,0,0,0,0,-,31.04,5.57,December,0,46.39393685567011,41152
12193,2020-12-11,Europe,Germany,-,Brand,L,5102.23,3110.0,0,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,24.69,8.13,December,0,1680.0781652490887,75106
12194,2020-12-11,Europe,Italy,-,Brand,L,2840.4899999999993,1115.0,0,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,37.09,12.42,December,0,951.1697438662709,54858
12195,2020-12-11,Europe,Italy,-,Non_Brand,L,458.75999999999993,360.0,0,33.14,425.61999999999995,0.07223820734152935,0.9277617926584707,0,0,1,0,0,0,0,0,0,-,41.72,11.79,December,0,129.64478427612653,54858
12196,2020-12-11,Europe,Poland,-,Brand,L,580.82,977.0,0,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,20.26,34.73,December,0,995.6504738400789,34386
12197,2020-12-11,Europe,Poland,-,Non_Brand,L,478.56,684.0,0,54.82,423.74,0.11455198930123704,0.885448010698763,0,0,1,0,0,0,0,0,0,-,19.2,14.67,December,0,365.64975,34386
12198,2020-12-11,Europe,UK,-,Brand,L,3738.4800000000005,2226.0,0,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,23.16,6.01,December,0,970.1323316062177,98487
12199,2020-12-11,Europe,UK,-,Non_Brand,L,439.37,264.0,0,174.97,264.4,0.39822928283678904,0.601770717163211,0,0,1,0,0,0,0,0,0,-,24.36,5.37,December,0,96.8561945812808,98487
12200,2020-12-12,Europe,SM,-,-,S,953.75,160.0,BrandBrandNon_BrandNon_BrandBrandNon_BrandNon_BrandBrandNon_BrandNon_BrandBrandNon_BrandNon_Brand,0.0,0.0,0.5,0.5,1,0,1,1,0,0,0,0,0,-,76.01,28.37,December,0,355.9779963162742,0
12201,2020-12-12,Europe,France,-,Brand,L,2051.5,138.0,0,0.0,0.0,0.5,0.5,1,0,1,1,0,0,0,0,0,-,35.97,7.83,December,0,446.57339449541286,29391
12202,2020-12-12,Europe,France,-,Non_Brand,L,9.54,0.0,0,2.88,6.66,0.3018867924528302,0.6981132075471699,1,0,1,1,0,0,0,0,0,-,31.04,5.57,December,0,1.7119136597938145,29391
12203,2020-12-12,Europe,Germany,-,Brand,L,1835.45,550.0,0,0.0,0.0,0.5,0.5,1,0,1,1,0,0,0,0,0,-,24.69,8.13,December,0,604.3826852976914,53712
12204,2020-12-12,Europe,Italy,-,Brand,L,1224.95,266.0,0,0.0,0.0,0.5,0.5,1,0,1,1,0,0,0,0,0,-,37.09,12.42,December,0,410.1881639255864,58079
12205,2020-12-12,Europe,Italy,-,Non_Brand,L,121.99,64.0,0,27.94,94.05,0.22903516681695224,0.7709648331830478,1,0,1,1,0,0,0,0,0,-,41.72,11.79,December,0,34.47416347075743,58079
12206,2020-12-12,Europe,Poland,-,Brand,L,168.21999999999997,113.0,0,0.0,0.0,0.5,0.5,1,0,1,1,0,0,0,0,0,-,20.26,34.73,December,0,288.3652813425468,26790
12207,2020-12-12,Europe,Poland,-,Non_Brand,L,46.480000000000004,57.0,0,1.21,45.27,0.02603270223752151,0.9739672977624785,1,0,1,1,0,0,0,0,0,-,19.2,14.67,December,0,35.513625000000005,26790
12208,2020-12-12,Europe,UK,-,Brand,L,1880.5900000000001,781.0,0,0.0,0.0,0.5,0.5,1,0,1,1,0,0,0,0,0,-,23.16,6.01,December,0,488.01148100172713,79495
12209,2020-12-12,Europe,UK,-,Non_Brand,L,137.51999999999998,45.0,0,51.05,86.47,0.3712187318208261,0.6287812681791739,1,0,1,1,0,0,0,0,0,-,24.36,5.37,December,0,30.315369458128075,79495
12210,2020-12-13,Europe,SM,-,-,S,1052.38,208.0,BrandBrandNon_BrandNon_BrandBrandNon_BrandNon_BrandBrandNon_BrandNon_BrandBrandNon_BrandNon_Brand,0.0,0.0,0.5,0.5,1,0,1,1,0,0,0,0,0,-,76.01,28.37,December,0,392.79069332982505,0
12211,2020-12-13,Europe,France,-,Brand,L,1789.01,270.0,0,0.0,0.0,0.5,0.5,1,0,1,1,0,0,0,0,0,-,35.97,7.83,December,0,389.4342035029191,15519
12212,2020-12-13,Europe,France,-,Non_Brand,L,22.55,4.0,0,4.93,17.62,0.2186252771618625,0.7813747228381375,1,0,1,1,0,0,0,0,0,-,31.04,5.57,December,0,4.046504510309279,15519
12213,2020-12-13,Europe,Germany,-,Brand,L,1685.77,390.0,0,0.0,0.0,0.5,0.5,1,0,1,1,0,0,0,0,0,-,24.69,8.13,December,0,555.095589307412,44087
12214,2020-12-13,Europe,Italy,-,Brand,L,1052.8700000000001,328.0,0,0.0,0.0,0.5,0.5,1,0,1,1,0,0,0,0,0,-,37.09,12.42,December,0,352.56525748180104,52368
12215,2020-12-13,Europe,Italy,-,Non_Brand,L,108.53,10.0,0,70.31,38.22,0.6478393071040266,0.3521606928959734,1,0,1,1,0,0,0,0,0,-,41.72,11.79,December,0,30.670390699904118,52368
12216,2020-12-13,Europe,Poland,-,Brand,L,257.0,267.0,0,0.0,0.0,0.5,0.5,1,0,1,1,0,0,0,0,0,-,20.26,34.73,December,0,440.5533070088844,14394
12217,2020-12-13,Europe,Poland,-,Non_Brand,L,57.79,29.0,0,7.79,50.0,0.13479840802907078,0.8652015919709293,1,0,1,1,0,0,0,0,0,-,19.2,14.67,December,0,44.155171875,14394
12218,2020-12-13,Europe,UK,-,Brand,L,1990.5500000000002,1338.0,0,0.0,0.0,0.5,0.5,1,0,1,1,0,0,0,0,0,-,23.16,6.01,December,0,516.546006044905,90515
12219,2020-12-13,Europe,UK,-,Non_Brand,L,107.61,88.0,0,18.24,89.37,0.16950097574574852,0.8304990242542515,1,0,1,1,0,0,0,0,0,-,24.36,5.37,December,0,23.721908866995076,90515
12220,2020-12-14,Europe,SM,-,-,S,1478.78,797.0,BrandBrandNon_BrandNon_BrandBrandNon_BrandNon_BrandBrandNon_BrandNon_BrandBrandNon_BrandNon_Brand,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,76.01,28.37,December,0,551.940384159979,0
12221,2020-12-14,Europe,France,-,Brand,L,6138.659999999999,1233.0,0,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,35.97,7.83,December,0,1336.272110091743,41919
12222,2020-12-14,Europe,France,-,Non_Brand,L,343.45,154.0,0,0.0,343.45,0.0,1.0,0,0,1,0,0,0,0,0,0,-,31.04,5.57,December,0,61.630686211340205,41919
12223,2020-12-14,Europe,Germany,-,Brand,L,6680.1900000000005,4743.0,0,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,24.69,8.13,December,0,2199.6737424058324,65063
12224,2020-12-14,Europe,Italy,-,Brand,L,3564.79,1771.0,0,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,37.09,12.42,December,0,1193.7096737665138,35201
12225,2020-12-14,Europe,Italy,-,Non_Brand,L,664.93,624.0,0,69.75999999999999,595.17,0.10491329914427082,0.8950867008557292,0,0,1,0,0,0,0,0,0,-,41.72,11.79,December,0,187.90807046979864,35201
12226,2020-12-14,Europe,Poland,-,Brand,L,723.55,1250.0,0,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,20.26,34.73,December,0,1240.3204096742347,20510
12227,2020-12-14,Europe,Poland,-,Non_Brand,L,687.9900000000001,829.0,0,29.59,658.4000000000001,0.04300934606607654,0.9569906539339235,0,0,1,0,0,0,0,0,0,-,19.2,14.67,December,0,525.6673593750002,20510
12228,2020-12-14,Europe,UK,-,Brand,L,7083.49,3493.0,0,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,23.16,6.01,December,0,1838.1595379965456,143421
12229,2020-12-14,Europe,UK,-,Non_Brand,L,468.61,532.0,0,221.75,246.86,0.4732079981221058,0.5267920018778942,0,0,1,0,0,0,0,0,0,-,24.36,5.37,December,0,103.30195812807882,143421
12230,2020-12-15,Europe,SM,-,-,S,1246.8300000000002,852.0,BrandBrandNon_BrandNon_BrandBrandNon_BrandNon_BrandBrandNon_BrandNon_BrandBrandNon_BrandNon_Brand,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,76.01,28.37,December,0,465.36728193658735,0
12231,2020-12-15,Europe,France,-,Brand,L,5750.3099999999995,1414.0,0,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,35.97,7.83,December,0,1251.7355379482901,42800
12232,2020-12-15,Europe,France,-,Non_Brand,L,149.85,150.0,0,2.38,147.47,0.01588254921588255,0.9841174507841175,0,0,1,0,0,0,0,0,0,-,31.04,5.57,December,0,26.88996456185567,42800
12233,2020-12-15,Europe,Germany,-,Brand,L,6031.3200000000015,4044.0,0,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,24.69,8.13,December,0,1986.0118104495753,85224
12234,2020-12-15,Europe,Italy,-,Brand,L,3662.08,1355.0,0,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,37.09,12.42,December,0,1226.288314909679,43607
12235,2020-12-15,Europe,Italy,-,Non_Brand,L,545.33,654.0,0,106.58,438.75,0.2,0.8,0,0,1,0,0,0,0,0,0,-,41.72,11.79,December,0,154.10931687440078,43607
12236,2020-12-15,Europe,Poland,-,Brand,L,682.1200000000001,1308.0,0,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,20.26,34.73,December,0,1169.300473840079,37153
12237,2020-12-15,Europe,Poland,-,Non_Brand,L,428.89000000000004,773.0,0,15.41,413.48,0.04,0.96,0,0,1,0,0,0,0,0,0,-,19.2,14.67,December,0,327.698765625,37153
12238,2020-12-15,Europe,UK,-,Brand,L,5921.789999999999,3148.0,0,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,23.16,6.01,December,0,1536.6993911917095,141146
12239,2020-12-15,Europe,UK,-,Non_Brand,L,578.35,518.0,0,264.86,313.49,0.45795798391977177,0.5420420160802282,0,0,1,0,0,0,0,0,0,-,24.36,5.37,December,0,127.49341133004927,141146
12240,2020-12-16,Europe,SM,-,-,S,1212.64,848.0,BrandBrandNon_BrandNon_BrandBrandNon_BrandNon_BrandBrandNon_BrandNon_BrandBrandNon_BrandNon_Brand,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,76.01,28.37,December,0,452.6061939218524,0
12241,2020-12-16,Europe,France,-,Brand,L,5300.370000000001,1005.0,0,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,35.97,7.83,December,0,1153.7919683069226,47809
12242,2020-12-16,Europe,France,-,Non_Brand,L,279.29,114.0,0,4.23,275.06,0.02,0.98,0,0,1,0,0,0,0,0,0,-,31.04,5.57,December,0,50.1174387886598,47809
12243,2020-12-16,Europe,Germany,-,Brand,L,5704.5599999999995,3931.0,0,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,24.69,8.13,December,0,1878.4152612393682,94673
12244,2020-12-16,Europe,Italy,-,Brand,L,4010.8499999999995,1471.0,0,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,37.09,12.42,December,0,1343.0778376920998,51455
12245,2020-12-16,Europe,Italy,-,Non_Brand,L,556.48,669.0,0,97.07,459.41,0.17443573893041978,0.8255642610695803,0,0,1,0,0,0,0,0,0,-,41.72,11.79,December,0,157.26028763183126,51455
12246,2020-12-16,Europe,Poland,-,Brand,L,749.1700000000001,1415.0,0,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,20.26,34.73,December,0,1284.2386031589338,35713
12247,2020-12-16,Europe,Poland,-,Non_Brand,L,483.53999999999996,808.0,0,27.07,456.46999999999997,0.05598295901062994,0.94401704098937,0,0,1,0,0,0,0,0,0,-,19.2,14.67,December,0,369.45478125,35713
12248,2020-12-16,Europe,UK,-,Brand,L,5486.740000000001,3182.0,0,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,23.16,6.01,December,0,1423.8042918825563,146402
12249,2020-12-16,Europe,UK,-,Non_Brand,L,460.90999999999997,474.0,0,238.14999999999998,222.76,0.516695233342735,0.48330476665726496,0,0,1,0,0,0,0,0,0,-,24.36,5.37,December,0,101.60454433497536,146402
12250,2020-12-17,Europe,SM,-,-,S,1286.26,777.0,BrandBrandNon_BrandNon_BrandBrandNon_BrandNon_BrandBrandNon_BrandNon_BrandBrandNon_BrandNon_Brand,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,76.01,28.37,December,0,480.08414945401915,0
12251,2020-12-17,Europe,France,-,Brand,L,4796.45,1025.0,0,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,35.97,7.83,December,0,1044.0979566305255,49454
12252,2020-12-17,Europe,France,-,Non_Brand,L,378.90999999999997,150.0,0,16.72,362.19,0.044126573592673725,0.9558734264073263,0,0,1,0,0,0,0,0,0,-,31.04,5.57,December,0,67.99383698453607,49454
12253,2020-12-17,Europe,Germany,-,Brand,L,5609.779999999999,3634.0,0,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,24.69,8.13,December,0,1847.2058080194408,93688
12254,2020-12-17,Europe,Italy,-,Brand,L,3895.2599999999993,1527.0,0,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,37.09,12.42,December,0,1304.3712375303312,53087
12255,2020-12-17,Europe,Italy,-,Non_Brand,L,760.4799999999999,730.0,0,114.92999999999999,645.55,0.15112823479907428,0.8488717652009257,0,0,1,0,0,0,0,0,0,-,41.72,11.79,December,0,214.91033557046975,53087
12256,2020-12-17,Europe,Poland,-,Brand,L,791.8700000000001,1489.0,0,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,20.26,34.73,December,0,1357.4355923000987,32792
12257,2020-12-17,Europe,Poland,-,Non_Brand,L,375.92,755.0,0,32.71,343.21000000000004,0.08701319429665887,0.9129868057033411,0,0,1,0,0,0,0,0,0,-,19.2,14.67,December,0,287.226375,32792
12258,2020-12-17,Europe,UK,-,Brand,L,5074.54,3023.0,0,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,23.16,6.01,December,0,1316.8387478411053,143170
12259,2020-12-17,Europe,UK,-,Non_Brand,L,474.29999999999995,324.0,0,228.76,245.54,0.48231077377187437,0.5176892262281256,0,0,1,0,0,0,0,0,0,-,24.36,5.37,December,0,104.55628078817735,143170
12260,2020-12-18,Europe,SM,-,-,S,946.51,596.0,BrandBrandNon_BrandNon_BrandBrandNon_BrandNon_BrandBrandNon_BrandNon_BrandBrandNon_BrandNon_Brand,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,76.01,28.37,December,0,353.2757360873569,0
12261,2020-12-18,Europe,France,-,Brand,L,3896.65,972.0,0,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,35.97,7.83,December,0,848.2282318598833,50164
12262,2020-12-18,Europe,France,-,Non_Brand,L,224.18,100.0,0,13.47,210.71,0.060085645463466855,0.9399143545365332,0,0,1,0,0,0,0,0,0,-,31.04,5.57,December,0,40.22817654639176,50164
12263,2020-12-18,Europe,Germany,-,Brand,L,4558.79,2922.0,0,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,24.69,8.13,December,0,1501.1325516403404,81233
12264,2020-12-18,Europe,Italy,-,Brand,L,3796.1600000000008,1108.0,0,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,37.09,12.42,December,0,1271.1864977082773,49869
12265,2020-12-18,Europe,Italy,-,Non_Brand,L,620.57,444.0,0,112.65,507.92,0.18,0.8200000000000001,0,0,1,0,0,0,0,0,0,-,41.72,11.79,December,0,175.37201102588688,49869
12266,2020-12-18,Europe,Poland,-,Brand,L,777.2800000000002,1378.0,0,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,20.26,34.73,December,0,1332.4251924975322,33607
12267,2020-12-18,Europe,Poland,-,Non_Brand,L,470.45000000000005,746.0,0,55.489999999999995,414.96000000000004,0.11795089807630989,0.8820491019236901,0,0,1,0,0,0,0,0,0,-,19.2,14.67,December,0,359.453203125,33607
12268,2020-12-18,Europe,UK,-,Brand,L,4650.37,2264.0,0,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,23.16,6.01,December,0,1206.766999136442,151891
12269,2020-12-18,Europe,UK,-,Non_Brand,L,346.84000000000003,315.0,0,131.1,215.74,0.37798408488063656,0.6220159151193634,0,0,1,0,0,0,0,0,0,-,24.36,5.37,December,0,76.45857142857145,151891
12270,2020-12-19,Europe,SM,-,-,S,698.8199999999999,107.0,BrandBrandNon_BrandNon_BrandBrandNon_BrandNon_BrandBrandNon_BrandNon_BrandBrandNon_BrandNon_Brand,0.0,0.0,0.5,0.5,1,0,1,1,0,0,0,0,0,-,76.01,28.37,December,0,260.827830548612,0
12271,2020-12-19,Europe,France,-,Brand,L,1843.0499999999997,196.0,0,0.0,0.0,0.5,0.5,1,0,1,1,0,0,0,0,0,-,35.97,7.83,December,0,401.1977064220183,38719
12272,2020-12-19,Europe,France,-,Non_Brand,L,3.62,2.0,0,3.62,0.0,1.0,0.0,1,0,1,1,0,0,0,0,0,-,31.04,5.57,December,0,0.6495940721649486,38719
12273,2020-12-19,Europe,Germany,-,Brand,L,1550.6499999999999,332.0,0,0.0,0.0,0.5,0.5,1,0,1,1,0,0,0,0,0,-,24.69,8.13,December,0,510.60285540704734,57302
12274,2020-12-19,Europe,Italy,-,Brand,L,1524.3500000000004,262.0,0,0.0,0.0,0.5,0.5,1,0,1,1,0,0,0,0,0,-,37.09,12.42,December,0,510.44559180372073,48114
12275,2020-12-19,Europe,Italy,-,Non_Brand,L,168.45,48.0,0,90.43,78.02,0.5368358563371921,0.4631641436628079,1,0,1,1,0,0,0,0,0,-,41.72,11.79,December,0,47.60367929050815,48114
12276,2020-12-19,Europe,Poland,-,Brand,L,206.42000000000002,154.0,0,0.0,0.0,0.5,0.5,1,0,1,1,0,0,0,0,0,-,20.26,34.73,December,0,353.8483020730503,25585
12277,2020-12-19,Europe,Poland,-,Non_Brand,L,36.519999999999996,86.0,0,10.07,26.45,0.27573932092004383,0.7242606790799562,1,0,1,1,0,0,0,0,0,-,19.2,14.67,December,0,27.9035625,25585
12278,2020-12-19,Europe,UK,-,Brand,L,2866.7300000000005,612.0,0,0.0,0.0,0.5,0.5,1,0,1,1,0,0,0,0,0,-,23.16,6.01,December,0,743.9139594127807,105649
12279,2020-12-19,Europe,UK,-,Non_Brand,L,185.89999999999998,47.0,0,128.64,57.260000000000005,0.6919849381387843,0.30801506186121574,1,0,1,1,0,0,0,0,0,-,24.36,5.37,December,0,40.98041871921182,105649
12280,2020-12-20,Europe,SM,-,-,S,679.1700000000001,175.0,BrandBrandNon_BrandNon_BrandBrandNon_BrandNon_BrandBrandNon_BrandNon_BrandBrandNon_BrandNon_Brand,0.0,0.0,0.5,0.5,1,0,1,1,0,0,0,0,0,-,76.01,28.37,December,0,253.49365741349823,0
12281,2020-12-20,Europe,France,-,Brand,L,1161.61,180.0,0,0.0,0.0,0.5,0.5,1,0,1,1,0,0,0,0,0,-,35.97,7.83,December,0,252.86089241034193,20030
12282,2020-12-20,Europe,France,-,Non_Brand,L,0.0,4.0,0,0.0,0.0,0.5,0.5,1,0,1,1,0,0,0,0,0,-,31.04,5.57,December,0,451.50402194122034,20030
12283,2020-12-20,Europe,Germany,-,Brand,L,1081.4299999999998,173.0,0,0.0,0.0,0.5,0.5,1,0,1,1,0,0,0,0,0,-,24.69,8.13,December,0,356.09663426488447,48098
12284,2020-12-20,Europe,Italy,-,Brand,L,1141.2000000000003,254.0,0,0.0,0.0,0.5,0.5,1,0,1,1,0,0,0,0,0,-,37.09,12.42,December,0,382.14354273389057,44185
12285,2020-12-20,Europe,Italy,-,Non_Brand,L,105.50999999999999,12.0,0,62.5,43.01,0.5923609136574732,0.40763908634252677,1,0,1,1,0,0,0,0,0,-,41.72,11.79,December,0,29.8169439117929,44185
12286,2020-12-20,Europe,Poland,-,Brand,L,228.39000000000004,207.0,0,0.0,0.0,0.5,0.5,1,0,1,1,0,0,0,0,0,-,20.26,34.73,December,0,391.5096100691017,13663
12287,2020-12-20,Europe,Poland,-,Non_Brand,L,61.16,20.0,0,2.36,58.8,0.03858731196860693,0.9614126880313931,1,0,1,1,0,0,0,0,0,-,19.2,14.67,December,0,46.730062499999995,13663
12288,2020-12-20,Europe,UK,-,Brand,L,4166.68,1472.0,0,0.0,0.0,0.5,0.5,1,0,1,1,0,0,0,0,0,-,23.16,6.01,December,0,1081.2498618307427,137328
12289,2020-12-20,Europe,UK,-,Non_Brand,L,259.10999999999996,114.0,0,168.19999999999996,90.91,0.6491451507081933,0.35085484929180666,1,0,1,1,0,0,0,0,0,-,24.36,5.37,December,0,57.1190763546798,137328
12290,2020-12-21,Europe,SM,-,-,S,1319.7,780.0,BrandBrandNon_BrandNon_BrandBrandNon_BrandNon_BrandBrandNon_BrandNon_BrandBrandNon_BrandNon_Brand,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,76.01,28.37,December,0,492.56530719642154,0
12291,2020-12-21,Europe,France,-,Brand,L,4393.1900000000005,994.0,0,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,35.97,7.83,December,0,956.3157547956633,47673
12292,2020-12-21,Europe,France,-,Non_Brand,L,384.15000000000003,100.0,0,10.12,374.03000000000003,0.02634387609006898,0.9736561239099311,0,0,1,0,0,0,0,0,0,-,31.04,5.57,December,0,68.93413337628867,47673
12293,2020-12-21,Europe,Germany,-,Brand,L,5639.370000000001,2197.0,0,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,24.69,8.13,December,0,1856.9492952612397,69569
12294,2020-12-21,Europe,Italy,-,Brand,L,4765.880000000001,1422.0,0,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,37.09,12.42,December,0,1595.908050687517,32128
12295,2020-12-21,Europe,Italy,-,Non_Brand,L,674.27,541.0,0,154.24,520.03,0.22875109377549055,0.7712489062245095,0,0,1,0,0,0,0,0,0,-,41.72,11.79,December,0,190.5475383509108,32128
12296,2020-12-21,Europe,Poland,-,Brand,L,747.8400000000001,1583.0,0,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,20.26,34.73,December,0,1281.9586969397828,21316
12297,2020-12-21,Europe,Poland,-,Non_Brand,L,443.51000000000005,771.0,0,23.470000000000002,420.04,0.05,0.95,0,0,1,0,0,0,0,0,0,-,19.2,14.67,December,0,338.86935937500004,21316
12298,2020-12-21,Europe,UK,-,Brand,L,5131.249999999999,3071.0,0,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,23.16,6.01,December,0,1331.554943868739,200508
12299,2020-12-21,Europe,UK,-,Non_Brand,L,538.87,403.0,0,251.12,287.75,0.4660122107372836,0.5339877892627164,0,0,1,0,0,0,0,0,0,-,24.36,5.37,December,0,118.79030788177342,200508
12300,2020-12-22,Europe,SM,-,-,S,1204.3600000000001,658.0,BrandBrandNon_BrandNon_BrandBrandNon_BrandNon_BrandBrandNon_BrandNon_BrandBrandNon_BrandNon_Brand,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,76.01,28.37,December,0,449.51576371530064,0
12301,2020-12-22,Europe,France,-,Brand,L,3635.29,885.0,0,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,35.97,7.83,December,0,791.3350208507089,47937
12302,2020-12-22,Europe,France,-,Non_Brand,L,319.69000000000005,77.0,0,14.79,304.90000000000003,0.05,0.95,0,0,1,0,0,0,0,0,0,-,31.04,5.57,December,0,57.367052190721665,47937
12303,2020-12-22,Europe,Germany,-,Brand,L,4427.530000000001,1607.0,0,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,24.69,8.13,December,0,1457.9108505467802,91933
12304,2020-12-22,Europe,Italy,-,Brand,L,3739.04,790.0,0,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,37.09,12.42,December,0,1252.059228902669,37664
12305,2020-12-22,Europe,Italy,-,Non_Brand,L,497.89,327.0,0,76.7,421.19,0.15405009138564743,0.8459499086143526,0,0,1,0,0,0,0,0,0,-,41.72,11.79,December,0,140.7028547459252,37664
12306,2020-12-22,Europe,Poland,-,Brand,L,525.2300000000001,1160.0,0,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,20.26,34.73,December,0,900.3572507403752,36885
12307,2020-12-22,Europe,Poland,-,Non_Brand,L,705.09,488.0,0,17.49,687.6,0.024805343998638468,0.9751946560013616,0,0,1,0,0,0,0,0,0,-,19.2,14.67,December,0,538.732828125,36885
12308,2020-12-22,Europe,UK,-,Brand,L,2130.4199999999996,2010.0,0,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,23.16,6.01,December,0,552.8421502590672,193830
12309,2020-12-22,Europe,UK,-,Non_Brand,L,463.27,228.0,0,217.6,245.67,0.46970449198091824,0.5302955080190818,0,0,1,0,0,0,0,0,0,-,24.36,5.37,December,0,102.1247906403941,193830
12310,2020-12-23,Europe,SM,-,-,S,1019.23,563.0,BrandBrandNon_BrandNon_BrandBrandNon_BrandNon_BrandBrandNon_BrandNon_BrandBrandNon_BrandNon_Brand,0.0,0.0,0.5,0.5,0,0,1,0,0,0,0,0,0,-,76.01,28.37,December,0,380.4177752927246,0
