,market,account_type,funnel,periods_for_acc_cal,changepoint_prior_scale,seasonality_prior_scale,holidays_prior_scale,seasonality_mode,input_mode,weekday_or_weekend,include_holiday,covid_year_exclude,covid_year_dummy,anomaly_2021,generic_cost_split,competitor_cost_split,new_confirmed,anomaly_2022,power,growth,MAPE,period_AE
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,additive,additive,Custom,na,na,na,na,na,na,additive,na,linear,21.58,22.38
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,additive,additive,Custom,na,na,na,na,na,na,multiplicative,na,linear,21.58,22.38
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,additive,additive,Custom,na,na,na,na,na,na,na,na,logistic,47.1,48.3
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,additive,multiplicative,na,na,na,na,na,na,na,na,na,linear,21.83,22.919999999999998
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,additive,additive,Custom,na,na,na,na,na,na,additive,na,logistic,47.1,48.3
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,additive,multiplicative,na,na,na,na,na,na,na,additive,na,linear,21.83,22.919999999999998
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,additive,additive,Custom,na,na,na,na,na,na,multiplicative,na,logistic,47.1,48.3
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,additive,multiplicative,na,na,na,na,na,na,na,na,na,logistic,66.65,67.49000000000001
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,additive,multiplicative,na,na,na,na,na,na,na,multiplicative,na,linear,21.83,22.919999999999998
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,additive,multiplicative,na,na,na,na,na,na,na,additive,na,logistic,66.65,67.49000000000001
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,additive,multiplicative,Default,na,na,na,na,na,na,na,na,linear,21.73,22.73
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,additive,multiplicative,Default,na,na,na,na,na,na,additive,na,linear,21.73,22.73
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,additive,multiplicative,na,na,na,na,na,na,na,multiplicative,na,logistic,66.65,67.49000000000001
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,additive,multiplicative,Default,na,na,na,na,na,na,multiplicative,na,linear,21.73,22.73
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,additive,multiplicative,Default,na,na,na,na,na,na,na,na,logistic,66.65,67.49000000000001
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,additive,multiplicative,Default,na,na,na,na,na,na,additive,na,logistic,66.65,67.49000000000001
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,additive,multiplicative,Custom,na,na,na,na,na,na,na,na,linear,22.02,23.18
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,additive,multiplicative,Default,na,na,na,na,na,na,multiplicative,na,logistic,66.65,67.49000000000001
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,additive,multiplicative,Custom,na,na,na,na,na,na,additive,na,linear,22.02,23.18
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,additive,multiplicative,Custom,na,na,na,na,na,na,multiplicative,na,linear,22.02,23.18
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,additive,multiplicative,Custom,na,na,na,na,na,na,na,na,logistic,66.62,67.46
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,na,na,na,na,na,na,na,na,na,na,linear,22.95,24.490000000000002
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,additive,multiplicative,Custom,na,na,na,na,na,na,additive,na,logistic,66.62,67.46
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,na,na,na,na,na,na,na,na,additive,na,linear,22.95,24.490000000000002
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,additive,multiplicative,Custom,na,na,na,na,na,na,multiplicative,na,logistic,66.62,67.46
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,na,na,na,na,na,na,na,na,multiplicative,na,linear,22.95,24.490000000000002
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,na,na,na,na,na,na,na,na,na,na,logistic,66.06,66.85
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,na,na,na,na,na,na,na,na,additive,na,logistic,66.06,66.85
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,na,Default,na,na,na,na,na,na,na,na,linear,23.38,24.91
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,na,na,na,na,na,na,na,na,multiplicative,na,logistic,66.06,66.85
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,na,Default,na,na,na,na,na,na,additive,na,linear,23.38,24.91
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,na,Default,na,na,na,na,na,na,multiplicative,na,linear,23.38,24.91
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,na,Default,na,na,na,na,na,na,na,na,logistic,66.06,66.85
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,na,Default,na,na,na,na,na,na,additive,na,logistic,66.06,66.85
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,na,Custom,na,na,na,na,na,na,na,na,linear,21.56,22.34
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,na,Default,na,na,na,na,na,na,multiplicative,na,logistic,66.06,66.85
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,na,Custom,na,na,na,na,na,na,additive,na,linear,21.56,22.34
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,na,Custom,na,na,na,na,na,na,na,na,logistic,65.68,66.49000000000001
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,na,Custom,na,na,na,na,na,na,multiplicative,na,linear,21.56,22.34
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,na,Custom,na,na,na,na,na,na,additive,na,logistic,65.68,66.49000000000001
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,additive,na,na,na,na,na,na,na,na,na,linear,22.96,24.5
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,additive,na,na,na,na,na,na,na,additive,na,linear,22.96,24.5
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,na,Custom,na,na,na,na,na,na,multiplicative,na,logistic,65.68,66.49000000000001
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,additive,na,na,na,na,na,na,na,multiplicative,na,linear,22.96,24.5
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,additive,na,na,na,na,na,na,na,na,na,logistic,47.16,48.309999999999995
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,additive,na,na,na,na,na,na,na,additive,na,logistic,47.16,48.309999999999995
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,additive,Default,na,na,na,na,na,na,na,na,linear,22.99,24.54
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,additive,na,na,na,na,na,na,na,multiplicative,na,logistic,47.16,48.309999999999995
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,additive,Default,na,na,na,na,na,na,additive,na,linear,22.99,24.54
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,additive,Default,na,na,na,na,na,na,multiplicative,na,linear,22.99,24.54
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,additive,Default,na,na,na,na,na,na,na,na,logistic,47.12,48.27
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,additive,Default,na,na,na,na,na,na,additive,na,logistic,47.12,48.27
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,additive,Custom,na,na,na,na,na,na,na,na,linear,22.99,24.529999999999998
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,additive,Default,na,na,na,na,na,na,multiplicative,na,logistic,47.12,48.27
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,additive,Custom,na,na,na,na,na,na,additive,na,linear,22.99,24.529999999999998
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,additive,Custom,na,na,na,na,na,na,na,na,logistic,47.11,48.25
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,additive,Custom,na,na,na,na,na,na,multiplicative,na,linear,22.99,24.529999999999998
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,multiplicative,na,na,na,na,na,na,na,na,na,linear,22.08,22.86
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,additive,Custom,na,na,na,na,na,na,additive,na,logistic,47.11,48.25
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,multiplicative,na,na,na,na,na,na,na,additive,na,linear,22.08,22.86
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,additive,Custom,na,na,na,na,na,na,multiplicative,na,logistic,47.11,48.25
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,multiplicative,na,na,na,na,na,na,na,multiplicative,na,linear,22.08,22.86
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,multiplicative,na,na,na,na,na,na,na,na,na,logistic,66.07,66.86
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,multiplicative,Default,na,na,na,na,na,na,na,na,linear,22.37,23.52
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,multiplicative,na,na,na,na,na,na,na,additive,na,logistic,66.07,66.86
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,multiplicative,Default,na,na,na,na,na,na,additive,na,linear,22.37,23.52
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,multiplicative,na,na,na,na,na,na,na,multiplicative,na,logistic,66.07,66.86
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,multiplicative,Default,na,na,na,na,na,na,multiplicative,na,linear,22.37,23.52
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,multiplicative,Default,na,na,na,na,na,na,na,na,logistic,66.06,66.85
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,multiplicative,Custom,na,na,na,na,na,na,na,na,linear,22.19,23.200000000000003
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,multiplicative,Default,na,na,na,na,na,na,additive,na,logistic,66.06,66.85
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,multiplicative,Default,na,na,na,na,na,na,multiplicative,na,logistic,66.06,66.85
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,multiplicative,Custom,na,na,na,na,na,na,additive,na,linear,22.19,23.200000000000003
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,multiplicative,Custom,na,na,na,na,na,na,multiplicative,na,linear,22.19,23.200000000000003
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,multiplicative,Custom,na,na,na,na,na,na,na,na,logistic,65.68,66.49000000000001
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,na,na,na,na,na,na,na,na,na,na,linear,22.14,9.42
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,multiplicative,Custom,na,na,na,na,na,na,additive,na,logistic,65.68,66.49000000000001
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,na,na,na,na,na,na,na,na,additive,na,linear,22.14,9.42
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,additive,multiplicative,multiplicative,Custom,na,na,na,na,na,na,multiplicative,na,logistic,65.68,66.49000000000001
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,na,na,na,na,na,na,na,na,multiplicative,na,linear,22.14,9.42
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,na,na,na,na,na,na,na,na,na,na,logistic,71.86,72.28
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,na,na,na,na,na,na,na,na,additive,na,logistic,71.86,72.28
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,na,Default,na,na,na,na,na,na,na,na,linear,22.1,9.15
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,na,Default,na,na,na,na,na,na,additive,na,linear,22.1,9.15
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,na,na,na,na,na,na,na,na,multiplicative,na,logistic,71.86,72.28
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,na,Default,na,na,na,na,na,na,multiplicative,na,linear,22.1,9.15
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,na,Default,na,na,na,na,na,na,na,na,logistic,71.86,72.28
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,na,Default,na,na,na,na,na,na,additive,na,logistic,71.86,72.28
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,na,Custom,na,na,na,na,na,na,na,na,linear,23.59,9.68
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,na,Default,na,na,na,na,na,na,multiplicative,na,logistic,71.86,72.28
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,na,Custom,na,na,na,na,na,na,additive,na,linear,23.59,9.68
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,na,Custom,na,na,na,na,na,na,na,na,logistic,71.87,72.28999999999999
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,na,Custom,na,na,na,na,na,na,multiplicative,na,linear,23.59,9.68
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,additive,na,na,na,na,na,na,na,na,na,linear,26.73,7.630000000000001
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,na,Custom,na,na,na,na,na,na,additive,na,logistic,71.87,72.28999999999999
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,additive,na,na,na,na,na,na,na,additive,na,linear,26.73,7.630000000000001
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,na,Custom,na,na,na,na,na,na,multiplicative,na,logistic,71.87,72.28999999999999
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,additive,na,na,na,na,na,na,na,multiplicative,na,linear,26.73,7.630000000000001
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,additive,na,na,na,na,na,na,na,na,na,logistic,72.29,72.7
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,additive,Default,na,na,na,na,na,na,na,na,linear,24.1,11.110000000000001
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,additive,na,na,na,na,na,na,na,additive,na,logistic,72.29,72.7
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,additive,Default,na,na,na,na,na,na,additive,na,linear,24.1,11.110000000000001
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,additive,na,na,na,na,na,na,na,multiplicative,na,logistic,72.29,72.7
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,additive,Default,na,na,na,na,na,na,multiplicative,na,linear,24.1,11.110000000000001
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,additive,Default,na,na,na,na,na,na,na,na,logistic,72.29,72.7
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,additive,Custom,na,na,na,na,na,na,na,na,linear,20.72,21.959999999999997
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,additive,Default,na,na,na,na,na,na,additive,na,logistic,72.29,72.7
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,additive,Default,na,na,na,na,na,na,multiplicative,na,logistic,72.29,72.7
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,additive,Custom,na,na,na,na,na,na,additive,na,linear,20.72,21.959999999999997
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,additive,Custom,na,na,na,na,na,na,na,na,logistic,72.29,72.71
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,additive,Custom,na,na,na,na,na,na,multiplicative,na,linear,20.72,21.959999999999997
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,multiplicative,na,na,na,na,na,na,na,na,na,linear,21.03,13.819999999999999
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,additive,Custom,na,na,na,na,na,na,additive,na,logistic,72.29,72.71
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,multiplicative,na,na,na,na,na,na,na,additive,na,linear,21.03,13.819999999999999
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,additive,Custom,na,na,na,na,na,na,multiplicative,na,logistic,72.29,72.71
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,multiplicative,na,na,na,na,na,na,na,multiplicative,na,linear,21.03,13.819999999999999
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,multiplicative,na,na,na,na,na,na,na,na,na,logistic,71.86,72.28
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,multiplicative,na,na,na,na,na,na,na,additive,na,logistic,71.86,72.28
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,multiplicative,Default,na,na,na,na,na,na,na,na,linear,21.35,14.75
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,multiplicative,Default,na,na,na,na,na,na,additive,na,linear,21.35,14.75
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,multiplicative,na,na,na,na,na,na,na,multiplicative,na,logistic,71.86,72.28
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,multiplicative,Default,na,na,na,na,na,na,multiplicative,na,linear,21.35,14.75
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,multiplicative,Default,na,na,na,na,na,na,na,na,logistic,71.85,72.27
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,multiplicative,Default,na,na,na,na,na,na,additive,na,logistic,71.85,72.27
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,multiplicative,Custom,na,na,na,na,na,na,na,na,linear,22.13,12.479999999999999
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,multiplicative,Default,na,na,na,na,na,na,multiplicative,na,logistic,71.85,72.27
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,multiplicative,Custom,na,na,na,na,na,na,additive,na,linear,22.13,12.479999999999999
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,multiplicative,Custom,na,na,na,na,na,na,na,na,logistic,71.85,72.27
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,multiplicative,Custom,na,na,na,na,na,na,multiplicative,na,linear,22.13,12.479999999999999
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,multiplicative,na,na,na,na,na,na,na,na,na,na,linear,26.09,10.58
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,multiplicative,Custom,na,na,na,na,na,na,additive,na,logistic,71.85,72.27
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,multiplicative,na,na,na,na,na,na,na,na,additive,na,linear,26.09,10.58
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,additive,multiplicative,Custom,na,na,na,na,na,na,multiplicative,na,logistic,71.85,72.27
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,multiplicative,na,na,na,na,na,na,na,na,multiplicative,na,linear,26.09,10.58
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,multiplicative,na,na,na,na,na,na,na,na,na,na,logistic,46.09,43.28
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,multiplicative,na,na,na,na,na,na,na,na,additive,na,logistic,46.09,43.28
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,multiplicative,na,Default,na,na,na,na,na,na,na,na,linear,24.68,10.01
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,multiplicative,na,Default,na,na,na,na,na,na,additive,na,linear,24.68,10.01
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,multiplicative,na,na,na,na,na,na,na,na,multiplicative,na,logistic,46.09,43.28
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,multiplicative,na,Default,na,na,na,na,na,na,multiplicative,na,linear,24.68,10.01
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,multiplicative,na,Default,na,na,na,na,na,na,na,na,logistic,46.15,43.8
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,multiplicative,na,Default,na,na,na,na,na,na,additive,na,logistic,46.15,43.8
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,multiplicative,na,Custom,na,na,na,na,na,na,na,na,linear,23.85,10.07
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,multiplicative,na,Default,na,na,na,na,na,na,multiplicative,na,logistic,46.15,43.8
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,multiplicative,na,Custom,na,na,na,na,na,na,additive,na,linear,23.85,10.07
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,multiplicative,na,Custom,na,na,na,na,na,na,na,na,logistic,46.14,43.56
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,multiplicative,na,Custom,na,na,na,na,na,na,multiplicative,na,linear,23.85,10.07
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,multiplicative,additive,na,na,na,na,na,na,na,na,na,linear,26.54,6.7
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,multiplicative,na,Custom,na,na,na,na,na,na,additive,na,logistic,46.14,43.56
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,multiplicative,additive,na,na,na,na,na,na,na,additive,na,linear,26.54,6.7
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,multiplicative,na,Custom,na,na,na,na,na,na,multiplicative,na,logistic,46.14,43.56
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,multiplicative,additive,na,na,na,na,na,na,na,na,na,logistic,47.27,44.71
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,multiplicative,additive,na,na,na,na,na,na,na,multiplicative,na,linear,26.54,6.7
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,multiplicative,additive,Default,na,na,na,na,na,na,na,na,linear,29.06,5.489999999999999
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,multiplicative,additive,na,na,na,na,na,na,na,additive,na,logistic,47.27,44.71
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,multiplicative,additive,Default,na,na,na,na,na,na,additive,na,linear,29.06,5.489999999999999
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,multiplicative,additive,na,na,na,na,na,na,na,multiplicative,na,logistic,47.27,44.71
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,multiplicative,additive,Default,na,na,na,na,na,na,na,na,logistic,47.32,45.12
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,multiplicative,additive,Default,na,na,na,na,na,na,multiplicative,na,linear,29.06,5.489999999999999
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,multiplicative,additive,Default,na,na,na,na,na,na,additive,na,logistic,47.32,45.12
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,multiplicative,additive,Custom,na,na,na,na,na,na,na,na,linear,25.32,8.48
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,multiplicative,additive,Default,na,na,na,na,na,na,multiplicative,na,logistic,47.32,45.12
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,multiplicative,additive,Custom,na,na,na,na,na,na,additive,na,linear,25.32,8.48
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,multiplicative,additive,Custom,na,na,na,na,na,na,na,na,logistic,47.37,45.36
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,multiplicative,additive,Custom,na,na,na,na,na,na,multiplicative,na,linear,25.32,8.48
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,multiplicative,multiplicative,na,na,na,na,na,na,na,na,na,linear,23.32,12.0
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,multiplicative,additive,Custom,na,na,na,na,na,na,additive,na,logistic,47.37,45.36
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,multiplicative,multiplicative,na,na,na,na,na,na,na,additive,na,linear,23.32,12.0
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,multiplicative,additive,Custom,na,na,na,na,na,na,multiplicative,na,logistic,47.37,45.36
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,multiplicative,multiplicative,na,na,na,na,na,na,na,multiplicative,na,linear,23.32,12.0
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,multiplicative,multiplicative,na,na,na,na,na,na,na,na,na,logistic,45.99,43.01
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,multiplicative,multiplicative,Default,na,na,na,na,na,na,na,na,linear,23.65,14.32
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,multiplicative,multiplicative,na,na,na,na,na,na,na,additive,na,logistic,45.99,43.01
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,multiplicative,multiplicative,na,na,na,na,na,na,na,multiplicative,na,logistic,45.99,43.01
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,multiplicative,multiplicative,Default,na,na,na,na,na,na,additive,na,linear,23.65,14.32
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,multiplicative,multiplicative,Default,na,na,na,na,na,na,multiplicative,na,linear,23.65,14.32
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,multiplicative,multiplicative,Default,na,na,na,na,na,na,na,na,logistic,46.25,44.39
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,multiplicative,multiplicative,Default,na,na,na,na,na,na,additive,na,logistic,46.25,44.39
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,multiplicative,multiplicative,Custom,na,na,na,na,na,na,na,na,linear,22.88,13.63
0,Canada,-,Non_Brand,122,0.00075,0.075,1.0,multiplicative,multiplicative,multiplicative,Default,na,na,na,na,na,na,multiplicative,na,logistic,46.25,44.39
