region,market,account_type,funnel,ds,X,y,anomaly_2021,covid_year_dummy,weekday_or_weekend,Month of Ds,AOV,ROAS,floor,cap,new_confirmed
North America,Canada,-,Brand,2020-07-27,1807.77,699.0,0,1,0,July,42.32,26.36,0,1126.0117485822307,1428
North America,Canada,-,Brand,2020-07-28,1803.5900000000001,751.0,0,1,0,July,42.32,26.36,0,1123.4081379962192,810
North America,Canada,-,Brand,2020-07-29,1613.3700000000001,701.0,0,1,0,July,42.32,26.36,0,1004.9251701323251,994
North America,Canada,-,Brand,2020-07-30,1976.93,663.0,0,1,0,July,42.32,26.36,0,1231.3770037807183,681
North America,Canada,-,Brand,2020-07-31,1725.02,488.0,0,1,0,July,42.32,26.36,0,1074.468979206049,990
North America,Canada,-,Brand,2020-08-01,756.7900000000002,41.0,0,1,1,August,42.32,26.36,0,471.38431947069955,526
North America,Canada,-,Brand,2020-08-02,529.52,49.0,0,1,1,August,42.32,26.36,0,329.8238941398866,484
North America,Canada,-,Brand,2020-08-03,1494.71,298.0,0,1,0,August,42.32,26.36,0,931.0150189035917,484
North America,Canada,-,Brand,2020-08-04,2618.9000000000005,669.0,0,1,0,August,42.32,26.36,0,1631.2430056710778,1382
North America,Canada,-,Brand,2020-08-05,2151.79,733.0,0,1,0,August,42.32,26.36,0,1340.2926370510397,769
North America,Canada,-,Brand,2020-08-06,1594.8,739.0,0,1,0,August,42.32,26.36,0,993.3584120982987,737
North America,Canada,-,Brand,2020-08-07,1293.07,605.0,0,1,0,August,42.32,26.36,0,805.4188374291115,836
North America,Canada,-,Brand,2020-08-08,407.5400000000001,40.0,0,1,1,August,42.32,26.36,0,253.84580340264654,516
North America,Canada,-,Brand,2020-08-09,379.1899999999999,60.0,0,1,1,August,42.32,26.36,0,236.18734404536855,436
North America,Canada,-,Brand,2020-08-10,1254.1699999999998,804.0,0,1,0,August,42.32,26.36,0,781.1890642722117,1346
North America,Canada,-,Brand,2020-08-11,1387.04,780.0,0,1,0,August,42.32,26.36,0,863.9502457466918,701
North America,Canada,-,Brand,2020-08-12,1578.4999999999998,724.0,0,1,0,August,42.32,26.36,0,983.2055765595462,807
North America,Canada,-,Brand,2020-08-13,1344.3300000000004,719.0,0,1,0,August,42.32,26.36,0,837.3473251417771,776
North America,Canada,-,Brand,2020-08-14,1248.26,630.0,0,1,0,August,42.32,26.36,0,777.5078827977316,814
North America,Canada,-,Brand,2020-08-15,554.4300000000001,39.0,0,1,1,August,42.32,26.36,0,345.3396691871456,462
North America,Canada,-,Brand,2020-08-16,594.61,34.0,0,1,1,August,42.32,26.36,0,370.3667202268431,350
North America,Canada,-,Brand,2020-08-17,1586.95,640.0,0,1,0,August,42.32,26.36,0,988.4688563327032,1450
North America,Canada,-,Brand,2020-08-18,1869.9600000000003,665.0,0,1,0,August,42.32,26.36,0,1164.7482419659736,692
North America,Canada,-,Brand,2020-08-19,1823.25,728.0,0,1,0,August,42.32,26.36,0,1135.6538279773156,675
North America,Canada,-,Brand,2020-08-20,1743.7300000000002,881.0,0,1,0,August,42.32,26.36,0,1086.1229395085068,794
North America,Canada,-,Brand,2020-08-21,1532.12,689.0,0,1,0,August,42.32,26.36,0,954.3167107750472,1026
North America,Canada,-,Brand,2020-08-22,604.7100000000002,49.0,0,1,1,August,42.32,26.36,0,376.65774102079405,471
North America,Canada,-,Brand,2020-08-23,530.5999999999999,121.0,0,1,1,August,42.32,26.36,0,330.4965973534971,523
North America,Canada,-,Brand,2020-08-24,1833.9699999999998,828.0,0,1,0,August,42.32,26.36,0,1142.3310302457467,1561
North America,Canada,-,Brand,2020-08-25,1904.5299999999997,783.0,0,1,0,August,42.32,26.36,0,1186.2809735349715,621
North America,Canada,-,Brand,2020-08-26,1818.72,769.0,0,1,0,August,42.32,26.36,0,1132.8322117202267,949
North America,Canada,-,Brand,2020-08-27,1750.5699999999997,817.0,0,1,0,August,42.32,26.36,0,1090.3833931947067,910
North America,Canada,-,Brand,2020-08-28,1739.6400000000003,604.0,0,1,0,August,42.32,26.36,0,1083.5753875236296,999
North America,Canada,-,Brand,2020-08-29,693.99,56.0,0,1,1,August,42.32,26.36,0,432.2678733459357,584
North America,Canada,-,Brand,2020-08-30,574.02,92.0,0,1,1,August,42.32,26.36,0,357.5417580340265,510
North America,Canada,-,Brand,2020-08-31,2142.0000000000005,842.0,0,1,0,August,42.32,26.36,0,1334.1947069943292,2072
North America,Canada,-,Brand,2020-09-01,2365.8400000000006,790.0,0,1,0,September,42.32,26.36,0,1473.6186767485826,998
North America,Canada,-,Brand,2020-09-02,2925.8200000000006,841.0,0,1,0,September,42.32,26.36,0,1822.4152930056714,1013
North America,Canada,-,Brand,2020-09-03,2921.64,766.0,0,1,0,September,42.32,26.36,0,1819.8116824196597,1186
North America,Canada,-,Brand,2020-09-04,2207.05,685.0,0,1,0,September,42.32,26.36,0,1374.712618147448,1208
North America,Canada,-,Brand,2020-09-05,0.23,27.0,0,1,1,September,42.32,26.36,0,0.14326086956521739,744
North America,Canada,-,Brand,2020-09-06,0.0,25.0,0,1,1,September,42.32,26.36,0,445.4302317643156,749
North America,Canada,-,Brand,2020-09-07,0.0,49.0,0,1,0,September,42.32,26.36,0,445.4302317643156,878
North America,Canada,-,Brand,2020-09-08,2265.7299999999996,876.0,0,1,0,September,42.32,26.36,0,1411.2628260869562,2884
North America,Canada,-,Brand,2020-09-09,2254.41,836.0,0,1,0,September,42.32,26.36,0,1404.211899810964,1132
North America,Canada,-,Brand,2020-09-10,2089.5299999999997,866.0,0,1,0,September,42.32,26.36,0,1301.512542533081,1269
North America,Canada,-,Brand,2020-09-11,1652.45,772.0,0,1,0,September,42.32,26.36,0,1029.2670604914933,1455
North America,Canada,-,Brand,2020-09-12,549.3199999999999,59.0,0,1,1,September,42.32,26.36,0,342.1567863894139,959
North America,Canada,-,Brand,2020-09-13,508.5799999999999,112.0,0,1,1,September,42.32,26.36,0,316.7809262759924,1095
North America,Canada,-,Brand,2020-09-14,1572.1899999999998,1116.0,0,1,0,September,42.32,26.36,0,979.2752457466918,2760
North America,Canada,-,Brand,2020-09-15,1338.4999999999995,844.0,0,1,0,September,42.32,26.36,0,833.7159735349713,1584
North America,Canada,-,Brand,2020-09-16,1301.9099999999999,891.0,0,1,0,September,42.32,26.36,0,810.9250378071832,1933
North America,Canada,-,Brand,2020-09-17,1207.63,809.0,0,1,0,September,42.32,26.36,0,752.200538752363,2320
North America,Canada,-,Brand,2020-09-18,1135.5,768.0,0,1,0,September,42.32,26.36,0,707.2726843100189,2092
North America,Canada,-,Brand,2020-09-19,458.82999999999987,42.0,0,1,1,September,42.32,26.36,0,285.7929773156899,1724
North America,Canada,-,Brand,2020-09-20,449.00999999999993,107.0,0,1,1,September,42.32,26.36,0,279.67636105860106,1693
North America,Canada,-,Brand,2020-09-21,1460.2,932.0,0,1,0,September,42.32,26.36,0,909.5196597353498,3625
North America,Canada,-,Brand,2020-09-22,1374.34,890.0,0,1,0,September,42.32,26.36,0,856.039754253308,2528
North America,Canada,-,Brand,2020-09-23,1242.2400000000002,876.0,0,1,0,September,42.32,26.36,0,773.7581852551986,2178
North America,Canada,-,Brand,2020-09-24,1223.7500000000002,786.0,0,1,0,September,42.32,26.36,0,762.2412570888471,2635
North America,Canada,-,Brand,2020-09-25,1105.11,650.0,0,1,0,September,42.32,26.36,0,688.343563327032,2881
North America,Canada,-,Brand,2020-09-26,434.16999999999996,49.0,0,1,1,September,42.32,26.36,0,270.4329206049149,2511
North America,Canada,-,Brand,2020-09-27,366.06,49.0,0,1,1,September,42.32,26.36,0,228.0090170132325,2844
North America,Canada,-,Brand,2020-09-28,1485.7900000000002,842.0,0,1,0,September,42.32,26.36,0,925.4589886578451,4463
North America,Canada,-,Brand,2020-09-29,1507.78,843.0,0,1,0,September,42.32,26.36,0,939.1559735349715,3278
North America,Canada,-,Brand,2020-09-30,1419.91,924.0,0,1,0,September,42.32,26.36,0,884.4240926275993,3688
North America,Canada,-,Brand,2020-10-01,1519.3799999999999,962.0,0,1,0,October,42.32,26.36,0,946.3813043478259,3597
North America,Canada,-,Brand,2020-10-02,1537.8999999999999,796.0,0,1,0,October,42.32,26.36,0,957.9169187145557,4281
North America,Canada,-,Brand,2020-10-03,504.82000000000005,64.0,0,1,1,October,42.32,26.36,0,314.43892249527414,3590
North America,Canada,-,Brand,2020-10-04,540.36,65.0,0,1,1,October,42.32,26.36,0,336.5758412098299,3256
North America,Canada,-,Brand,2020-10-05,1682.9899999999998,852.0,0,1,0,October,42.32,26.36,0,1048.2896124763704,5749
North America,Canada,-,Brand,2020-10-06,2144.4500000000003,879.0,0,1,0,October,42.32,26.36,0,1335.7207466918715,4780
North America,Canada,-,Brand,2020-10-07,2265.71,882.0,0,1,0,October,42.32,26.36,0,1411.2503686200378,3686
North America,Canada,-,Brand,2020-10-08,2324.5,1019.0,0,1,0,October,42.32,26.36,0,1447.8690926275992,4924
North America,Canada,-,Brand,2020-10-09,2608.1499999999996,20.0,0,1,0,October,42.32,26.36,0,1624.547117202268,5078
North America,Canada,-,Brand,2020-10-10,947.2300000000001,0.0,0,1,1,October,42.32,26.36,0,590.0043194706994,4210
North America,Canada,-,Brand,2020-10-11,691.8699999999999,0.0,0,1,1,October,42.32,26.36,0,430.9473818525519,3294
North America,Canada,-,Brand,2020-10-12,0.05,2.0,0,1,0,October,42.32,26.36,0,0.03114366729678639,3456
North America,Canada,-,Brand,2020-10-13,2809.8999999999996,92.0,0,1,0,October,42.32,26.36,0,1750.2118147448014,6785
North America,Canada,-,Brand,2020-10-14,2888.25,1124.0,0,1,0,October,42.32,26.36,0,1799.0139413988659,5025
North America,Canada,-,Brand,2020-10-15,2620.4400000000005,1125.0,0,1,0,October,42.32,26.36,0,1632.2022306238189,4538
North America,Canada,-,Brand,2020-10-16,3255.5900000000006,887.0,0,1,0,October,42.32,26.36,0,2027.8202362948964,5192
North America,Canada,-,Brand,2020-10-17,1136.3800000000003,119.0,0,1,1,October,42.32,26.36,0,707.8208128544425,4033
North America,Canada,-,Brand,2020-10-18,1131.72,101.0,0,1,1,October,42.32,26.36,0,704.9182230623819,3652
North America,Canada,-,Brand,2020-10-19,3644.92,1092.0,0,1,0,October,42.32,26.36,0,2270.323516068053,6450
North America,Canada,-,Brand,2020-10-20,3884.64,1037.0,0,1,0,October,42.32,26.36,0,2419.6387145557655,4647
North America,Canada,-,Brand,2020-10-21,3254.93,1054.0,0,1,0,October,42.32,26.36,0,2027.4091398865783,5430
North America,Canada,-,Brand,2020-10-22,3383.03,1100.0,0,1,0,October,42.32,26.36,0,2107.1992155009452,5622
North America,Canada,-,Brand,2020-10-23,2851.3200000000006,893.0,0,1,0,October,42.32,26.36,0,1776.0112287334596,5250
North America,Canada,-,Brand,2020-10-24,1367.47,127.0,0,1,1,October,42.32,26.36,0,851.7606143667297,4522
North America,Canada,-,Brand,2020-10-25,1174.9,83.0,0,1,1,October,42.32,26.36,0,731.8138941398867,4178
North America,Canada,-,Brand,2020-10-26,2718.57,1105.0,0,1,0,October,42.32,26.36,0,1693.3247920604915,8240
North America,Canada,-,Brand,2020-10-27,3598.89,1145.0,0,1,0,October,42.32,26.36,0,2241.6526559546314,5442
North America,Canada,-,Brand,2020-10-28,3532.67,963.0,0,1,0,October,42.32,26.36,0,2200.4059829867674,5320
North America,Canada,-,Brand,2020-10-29,2929.39,1163.0,0,1,0,October,42.32,26.36,0,1824.6389508506613,5980
North America,Canada,-,Brand,2020-10-30,3101.8099999999995,919.0,0,1,0,October,42.32,26.36,0,1932.0347731568993,7160
North America,Canada,-,Brand,2020-10-31,1052.54,69.0,0,1,1,October,42.32,26.36,0,655.5991115311909,4734
North America,Canada,-,Brand,2020-11-01,994.3800000000001,134.0,0,1,1,November,42.32,26.36,0,619.372797731569,4605
North America,Canada,-,Brand,2020-11-02,2994.2999999999997,1012.0,0,1,0,November,42.32,26.36,0,1865.0696597353494,7008
North America,Canada,-,Brand,2020-11-03,3244.31,1172.0,0,1,0,November,42.32,26.36,0,2020.794224952741,9510
North America,Canada,-,Brand,2020-11-04,4684.329999999999,1003.0,0,1,0,November,42.32,26.36,0,2917.744300567107,6646
North America,Canada,-,Brand,2020-11-05,4476.2,1041.0,0,1,0,November,42.32,26.36,0,2788.1056710775047,6316
North America,Canada,-,Brand,2020-11-06,3383.74,820.0,0,1,0,November,42.32,26.36,0,2107.641455576559,8982
North America,Canada,-,Brand,2020-11-07,873.7700000000001,89.0,0,1,1,November,42.32,26.36,0,544.2480434782609,6837
North America,Canada,-,Brand,2020-11-08,932.0699999999999,83.0,0,1,1,November,42.32,26.36,0,580.5615595463137,6380
North America,Canada,-,Brand,2020-11-09,4243.610000000001,1096.0,0,1,0,November,42.32,26.36,0,2643.2315595463137,12963
North America,Canada,-,Brand,2020-11-10,4530.62,1079.0,0,1,0,November,42.32,26.36,0,2822.002438563327,8955
North America,Canada,-,Brand,2020-11-11,3788.22,856.0,0,1,0,November,42.32,26.36,0,2359.5812665406424,6533
North America,Canada,-,Brand,2020-11-12,3489.5700000000006,1087.0,0,1,0,November,42.32,26.36,0,2173.560141776938,12398
North America,Canada,-,Brand,2020-11-13,2013.6000000000001,929.0,0,1,0,November,42.32,26.36,0,1254.2177693761814,9523
North America,Canada,-,Brand,2020-11-14,586.93,89.0,0,1,1,November,42.32,26.36,0,365.5830529300567,6801
North America,Canada,-,Brand,2020-11-15,663.42,81.0,0,1,1,November,42.32,26.36,0,413.2266351606805,6456
North America,Canada,-,Brand,2020-11-16,2420.6299999999997,1288.0,0,1,0,November,42.32,26.36,0,1507.7459073724006,16156
North America,Canada,-,Brand,2020-11-17,2207.16,1156.0,0,1,0,November,42.32,26.36,0,1374.7811342155007,8925
North America,Canada,-,Brand,2020-11-18,2367.4799999999996,1193.0,0,1,0,November,42.32,26.36,0,1474.6401890359164,9039
North America,Canada,-,Brand,2020-11-19,2249.75,1328.0,0,1,0,November,42.32,26.36,0,1401.3093100189035,9525
North America,Canada,-,Brand,2020-11-20,2038.2100000000003,1087.0,0,1,0,November,42.32,26.36,0,1269.5466824196599,10016
North America,Canada,-,Brand,2020-11-21,842.5999999999998,137.0,0,1,1,November,42.32,26.36,0,524.8330812854441,9821
North America,Canada,-,Brand,2020-11-22,788.2800000000001,256.0,0,1,1,November,42.32,26.36,0,490.99860113421556,9406
North America,Canada,-,Brand,2020-11-23,2339.8399999999997,1484.0,0,1,0,November,42.32,26.36,0,1457.423969754253,13775
North America,Canada,-,Brand,2020-11-24,3227.539999999999,1307.0,0,1,0,November,42.32,26.36,0,2010.3486389413981,10477
North America,Canada,-,Brand,2020-11-25,3141.6100000000006,1247.0,0,1,0,November,42.32,26.36,0,1956.825132325142,10144
North America,Canada,-,Brand,2020-11-26,2903.67,1142.0,0,1,0,November,42.32,26.36,0,1808.6186483931947,11257
North America,Canada,-,Brand,2020-11-27,2738.0099999999998,1050.0,0,1,0,November,42.32,26.36,0,1705.433449905482,12018
North America,Canada,-,Brand,2020-11-28,1059.86,223.0,0,1,1,November,42.32,26.36,0,660.1585444234404,11320
North America,Canada,-,Brand,2020-11-29,1226.56,428.0,0,1,1,November,42.32,26.36,0,763.9915311909263,10637
North America,Canada,-,Brand,2020-11-30,3671.6900000000005,1407.0,0,1,0,November,42.32,26.36,0,2286.9978355387525,15863
North America,Canada,-,Brand,2020-12-01,3048.1200000000003,1313.0,0,1,0,December,42.32,26.36,0,1898.5927032136108,11265
North America,Canada,-,Brand,2020-12-02,1907.0499999999997,1392.0,0,1,0,December,42.32,26.36,0,1187.8506143667294,12783
North America,Canada,-,Brand,2020-12-03,2078.71,1304.0,0,1,0,December,42.32,26.36,0,1294.7730529300566,12448
North America,Canada,-,Brand,2020-12-04,1812.8300000000002,1164.0,0,1,0,December,42.32,26.36,0,1129.1634877126655,12773
North America,Canada,-,Brand,2020-12-05,1085.3400000000001,268.0,0,1,1,December,42.32,26.36,0,676.0293572778828,12538
North America,Canada,-,Brand,2020-12-06,1030.82,415.0,0,1,1,December,42.32,26.36,0,642.0703024574669,12524
North America,Canada,-,Brand,2020-12-07,3031.2299999999996,1888.0,0,1,0,December,42.32,26.36,0,1888.072372400756,15835
North America,Canada,-,Brand,2020-12-08,3200.8700000000003,1566.0,0,1,0,December,42.32,26.36,0,1993.7366068052934,12261
North America,Canada,-,Brand,2020-12-09,3136.5,1507.0,0,1,0,December,42.32,26.36,0,1953.6422495274103,12774
North America,Canada,-,Brand,2020-12-10,3032.6,1794.0,0,1,0,December,42.32,26.36,0,1888.925708884688,13301
North America,Canada,-,Brand,2020-12-11,2753.4800000000005,1339.0,0,1,0,December,42.32,26.36,0,1715.069300567108,13482
North America,Canada,-,Brand,2020-12-12,1618.4300000000003,250.0,0,1,1,December,42.32,26.36,0,1008.0769092627601,11792
North America,Canada,-,Brand,2020-12-13,1496.3899999999999,426.0,0,1,1,December,42.32,26.36,0,932.0614461247635,11803
North America,Canada,-,Brand,2020-12-14,3539.5700000000006,1962.0,0,1,0,December,42.32,26.36,0,2204.703809073724,16979
North America,Canada,-,Brand,2020-12-15,3355.9000000000005,1790.0,0,1,0,December,42.32,26.36,0,2090.3006616257094,12341
North America,Canada,-,Brand,2020-12-16,2866.7,1637.0,0,1,0,December,42.32,26.36,0,1785.5910207939507,13022
North America,Canada,-,Brand,2020-12-17,2777.1300000000006,1498.0,0,1,0,December,42.32,26.36,0,1729.800255198488,14109
North America,Canada,-,Brand,2020-12-18,2425.76,1268.0,0,1,0,December,42.32,26.36,0,1510.941247637051,13392
North America,Canada,-,Brand,2020-12-19,1201.6699999999998,164.0,0,1,1,December,42.32,26.36,0,748.488213610586,12707
North America,Canada,-,Brand,2020-12-20,1061.02,224.0,0,1,1,December,42.32,26.36,0,660.8810775047259,11788
North America,Canada,-,Brand,2020-12-21,2470.83,1444.0,0,1,0,December,42.32,26.36,0,1539.0141493383742,15559
North America,Canada,-,Brand,2020-12-22,2266.09,1225.0,0,1,0,December,42.32,26.36,0,1411.4870604914934,12435
North America,Canada,-,Brand,2020-12-23,1735.1799999999998,875.0,0,1,0,December,42.32,26.36,0,1080.7973724007559,13912
North America,Canada,-,Brand,2020-12-24,1.58,215.0,0,1,0,December,42.32,26.36,0,0.98413988657845,11358
North America,Canada,-,Brand,2020-12-25,0.0,3.0,0,1,0,December,42.32,26.36,0,445.4302317643156,1298
North America,Canada,-,Brand,2020-12-26,756.99,88.0,0,1,1,December,42.32,26.36,0,471.50889413988654,3608
North America,Canada,-,Brand,2020-12-27,808.3299999999999,167.0,0,1,1,December,42.32,26.36,0,503.4872117202268,19342
North America,Canada,-,Brand,2020-12-28,1408.1499999999999,696.0,0,1,0,December,42.32,26.36,0,877.0991020793949,21131
North America,Canada,-,Brand,2020-12-29,1767.4599999999998,924.0,0,1,0,December,42.32,26.36,0,1100.9037240075613,17614
North America,Canada,-,Brand,2020-12-30,1403.98,605.0,0,1,0,December,42.32,26.36,0,874.5017202268431,15244
North America,Canada,-,Brand,2020-12-31,866.2900000000002,314.0,0,1,0,December,42.32,26.36,0,539.5889508506617,14185
North America,Canada,-,Brand,2021-01-01,0.1000000015,20.0,0,0,0,January,42.32,26.36,0,0.062287335527882806,2050
North America,Canada,-,Brand,2021-01-02,651.4100011860007,136.0,0,0,1,January,42.32,26.36,0,405.7459270147207,8714
North America,Canada,-,Brand,2021-01-03,661.9500004912006,140.0,0,0,1,January,42.32,26.36,0,412.31101164811076,24508
North America,Canada,-,Brand,2021-01-04,1774.5100012832002,1014.0,0,0,0,January,42.32,26.36,0,1105.2949818956795,27934
North America,Canada,-,Brand,2021-01-05,1552.2100012598003,995.0,0,0,0,January,42.32,26.36,0,966.8302370795919,14773
North America,Canada,-,Brand,2021-01-06,2123.7199843087997,1067.0,0,0,0,January,42.32,26.36,0,1322.8085724569933,15894
North America,Canada,-,Brand,2021-01-07,2078.4200047601976,1026.0,0,0,0,January,42.32,26.36,0,1294.5924226247355,16274
North America,Canada,-,Brand,2021-01-08,1722.5099928663005,935.0,0,0,0,January,42.32,26.36,0,1072.9055626643592,18563
North America,Canada,-,Brand,2021-01-09,639.9799973413009,140.0,0,0,1,January,42.32,26.36,0,398.6264822759142,16734
North America,Canada,-,Brand,2021-01-10,559.4500038440997,190.0,0,0,1,January,42.32,26.36,0,348.46649577813014,14129
North America,Canada,-,Brand,2021-01-11,1851.4899964033004,1246.0,0,0,0,January,42.32,26.36,0,1153.2437690262523,17547
North America,Canada,-,Brand,2021-01-12,1888.5099946148005,875.0,0,0,0,January,42.32,26.36,0,1176.302539178784,12033
North America,Canada,-,Brand,2021-01-13,1402.920005152099,911.0,0,0,0,January,42.32,26.36,0,873.8414776892563,14401
North America,Canada,-,Brand,2021-01-14,1694.5500055459995,907.0,0,0,0,January,42.32,26.36,0,1055.4900318098428,14975
North America,Canada,-,Brand,2021-01-15,1632.6699920875997,943.0,0,0,0,January,42.32,26.36,0,1016.9466207804614,13664
North America,Canada,-,Brand,2021-01-16,552.9699968282999,71.0,0,0,1,January,42.32,26.36,0,344.43027212651197,12747
North America,Canada,-,Brand,2021-01-17,544.4200019032995,99.0,0,0,1,January,42.32,26.36,0,339.10470817984344,11939
North America,Canada,-,Brand,2021-01-18,1693.8500101759014,1027.0,0,0,0,January,42.32,26.36,0,1055.0540233515303,13041
North America,Canada,-,Brand,2021-01-19,1794.470008441599,959.0,0,0,0,January,42.32,26.36,0,1117.7275383393323,10336
North America,Canada,-,Brand,2021-01-20,1747.3699902341998,1086.0,0,0,0,January,42.32,26.36,0,1088.390192404856,11062
North America,Canada,-,Brand,2021-01-21,1992.8699974141987,971.0,0,0,0,January,42.32,26.36,0,1241.3056033043072,12331
North America,Canada,-,Brand,2021-01-22,1886.929981262998,910.0,0,0,0,January,42.32,26.36,0,1175.3183909757238,11556
North America,Canada,-,Brand,2021-01-23,741.5599970628006,99.0,0,0,1,January,42.32,26.36,0,461.89795658259504,9936
North America,Canada,-,Brand,2021-01-24,661.1399956923002,93.0,0,0,1,January,42.32,26.36,0,411.80648124879565,8964
North America,Canada,-,Brand,2021-01-25,2733.3499846798986,1051.0,0,0,0,January,42.32,26.36,0,1702.5308505709388,11695
North America,Canada,-,Brand,2021-01-26,2670.349989827497,1007.0,0,0,0,January,42.32,26.36,0,1663.28983298329,8130
North America,Canada,-,Brand,2021-01-27,2518.289977166394,1000.0,0,0,0,January,42.32,26.36,0,1568.5757041140394,8556
North America,Canada,-,Brand,2021-01-28,2987.040008208802,1002.0,0,0,0,January,42.32,26.36,0,1860.5476043569004,9689
North America,Canada,-,Brand,2021-01-29,3067.849984627002,873.0,0,0,0,January,42.32,26.36,0,1910.8819847534917,9603
North America,Canada,-,Brand,2021-01-30,1175.4000052427007,94.0,0,0,1,January,42.32,26.36,0,732.1253340783929,7896
North America,Canada,-,Brand,2021-01-31,0.07999999829999999,180.0,0,0,1,January,42.32,26.36,0,0.04982986661597353,7795
North America,Canada,-,Brand,2021-02-01,3233.9599922558978,1106.0,0,0,0,February,42.32,26.36,0,2014.3474809987115,9188
North America,Canada,-,Brand,2021-02-02,3791.1000604919996,1087.0,0,0,0,February,42.32,26.36,0,2361.3751794557916,5906
North America,Canada,-,Brand,2021-02-03,2963.469945685899,1002.0,0,0,0,February,42.32,26.36,0,1845.8664406493453,6436
North America,Canada,-,Brand,2021-02-04,3472.340024607201,1032.0,0,0,0,February,42.32,26.36,0,2162.8280493536345,8104
North America,Canada,-,Brand,2021-02-05,2604.039974035599,881.0,0,0,0,February,42.32,26.36,0,1621.987091577939,8080
North America,Canada,-,Brand,2021-02-06,680.2200014182002,100.0,0,0,1,February,42.32,26.36,0,423.6909082557599,6547
North America,Canada,-,Brand,2021-02-07,566.1400060266999,150.0,0,0,1,February,42.32,26.36,0,352.63351982192364,6195
North America,Canada,-,Brand,2021-02-08,1810.9400098691988,1242.0,0,0,0,February,42.32,26.36,0,1127.9862632361076,7770
North America,Canada,-,Brand,2021-02-09,2231.389982445399,1136.0,0,0,0,February,42.32,26.36,0,1389.8733444532304,5300
North America,Canada,-,Brand,2021-02-10,1635.6300022731002,995.0,0,0,0,February,42.32,26.36,0,1018.7903322287079,6444
North America,Canada,-,Brand,2021-02-11,1513.7600166414,1125.0,0,0,0,February,42.32,26.36,0,942.8807665091516,6339
North America,Canada,-,Brand,2021-02-12,1304.8100148728008,785.0,0,0,0,February,42.32,26.36,0,812.7313797742682,6887
North America,Canada,-,Brand,2021-02-13,324.2600028384,50.0,0,0,1,February,42.32,26.36,0,201.97291292108278,6050
North America,Canada,-,Brand,2021-02-14,263.0300018248001,174.0,0,0,1,February,42.32,26.36,0,163.8343773180938,4086
North America,Canada,-,Brand,2021-02-15,614.9000024759999,392.0,0,0,0,February,42.32,26.36,0,383.0048219581134,4051
North America,Canada,-,Brand,2021-02-16,1614.2799812538979,1041.0,0,0,0,February,42.32,26.36,0,1005.4919732006794,8169
North America,Canada,-,Brand,2021-02-17,1508.1099949056004,968.0,0,0,0,February,42.32,26.36,0,939.3615185659646,5438
North America,Canada,-,Brand,2021-02-18,1478.3800055565994,926.0,0,0,0,February,42.32,26.36,0,920.8435006255189,6749
North America,Canada,-,Brand,2021-02-19,1371.7899991798,857.0,0,0,0,February,42.32,26.36,0,854.4514267102912,6228
North America,Canada,-,Brand,2021-02-20,285.6800005683999,100.0,0,0,1,February,42.32,26.36,0,177.94245782095987,5204
North America,Canada,-,Brand,2021-02-21,394.32999912660017,92.0,0,0,1,February,42.32,26.36,0,245.61764595881806,4648
North America,Canada,-,Brand,2021-02-22,1491.0000153009007,1107.0,0,0,0,February,42.32,26.36,0,928.7041683206933,7960
North America,Canada,-,Brand,2021-02-23,1666.9899778631004,1096.0,0,0,0,February,42.32,26.36,0,1038.323625152914,5611
North America,Canada,-,Brand,2021-02-24,1781.6499923275996,1053.0,0,0,0,February,42.32,26.36,0,1109.7422920074557,5773
North America,Canada,-,Brand,2021-02-25,1441.7199804786999,976.0,0,0,0,February,42.32,26.36,0,898.00894814316,6302
North America,Canada,-,Brand,2021-02-26,1346.7099932897997,997.0,0,0,0,February,42.32,26.36,0,838.8297595254991,6451
North America,Canada,-,Brand,2021-02-27,346.1599981642,124.0,0,0,1,February,42.32,26.36,0,215.61383628564062,5119
North America,Canada,-,Brand,2021-02-28,417.2800028198,125.0,0,0,1,February,42.32,26.36,0,259.91259154843874,4459
North America,Canada,-,Brand,2021-03-01,2255.5500005109016,1191.0,0,0,0,March,42.32,26.36,0,1404.9219757435578,7567
North America,Canada,-,Brand,2021-03-02,2055.7599951321995,974.0,0,0,0,March,42.32,26.36,0,1280.4781066088085,5369
North America,Canada,-,Brand,2021-03-03,2326.1899820725,1089.0,0,0,0,March,42.32,26.36,0,1448.9217374156685,5519
North America,Canada,-,Brand,2021-03-04,1796.30998095,1035.0,0,0,0,March,42.32,26.36,0,1118.87360817207,5980
North America,Canada,-,Brand,2021-03-05,1673.2900135833002,1044.0,0,0,0,March,42.32,26.36,0,1042.2477494814696,6493
North America,Canada,-,Brand,2021-03-06,403.45999554139996,194.0,0,0,1,March,42.32,26.36,0,251.30447737408562,4860
North America,Canada,-,Brand,2021-03-07,380.5299997462003,175.0,0,0,1,March,42.32,26.36,0,237.02199417083742,4472
North America,Canada,-,Brand,2021-03-08,1871.9299842753,1182.0,0,0,0,March,42.32,26.36,0,1165.9752926629706,8876
North America,Canada,-,Brand,2021-03-09,1655.1299938435993,1036.0,0,0,0,March,42.32,26.36,0,1030.9363572239433,5799
North America,Canada,-,Brand,2021-03-10,1922.2099947098986,1058.0,0,0,0,March,42.32,26.36,0,1197.293370996052,6216
North America,Canada,-,Brand,2021-03-11,1545.2600015416,1010.0,0,0,0,March,42.32,26.36,0,962.5012675008643,6568
