,ds,region,market,account_type,funnel,Identifier,X,y,anomaly_2021,covid_year_dummy,Covid_Year_Dummy,weekday_or_weekend,Nov_Dec_2018,Jul_Dec_2019,Month of Ds,new_funnel,generic_cost,competitor_cost,generic_cost_split,competitor_cost_split,Weekend,new_confirmed,floor,AOV,ROAS,cap
3854,2021-09-02,LATAM,Mexico,-,Non_Brand,L,23.910000085799997,0.0,1.0,0.0,0.0,0.0,0.0,0.0,September,0,23.910000085799997,0.0,1.0,0.0,0,0,0,69.4,3.79,1.305747843302334
3855,2021-09-03,LATAM,Mexico,-,Non_Brand,L,16.0299998522,0.0,1.0,0.0,0.0,0.0,0.0,0.0,September,0,16.0299998522,0.0,1.0,0.0,0,0,0,69.4,3.79,0.8754135365970893
3856,2021-09-04,LATAM,Mexico,-,Non_Brand,L,11.7700001002,0.0,1.0,0.0,0.0,1.0,0.0,0.0,September,0,11.7700001002,0.0,1.0,0.0,1,0,0,69.4,3.79,0.6427708988437753
3857,2021-09-05,LATAM,Mexico,-,Non_Brand,L,10.6699999571,0.0,1.0,0.0,0.0,1.0,0.0,0.0,September,0,10.6699999571,0.0,1.0,0.0,1,0,0,69.4,3.79,0.582698844919438
3858,2021-09-06,LATAM,Mexico,-,Non_Brand,L,17.1499998569,0.0,1.0,0.0,0.0,0.0,0.0,0.0,September,0,17.1499998569,0.0,1.0,0.0,0,0,0,69.4,3.79,0.9365778019834436
3859,2021-09-07,LATAM,Mexico,-,Non_Brand,L,27.019999623399997,0.0,1.0,0.0,0.0,0.0,0.0,0.0,September,0,27.019999623399997,0.0,1.0,0.0,0,0,0,69.4,3.79,1.475587875687118
3860,2021-09-08,LATAM,Mexico,-,Non_Brand,L,22.889999866500002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,September,0,22.889999866500002,0.0,1.0,0.0,0,0,0,69.4,3.79,1.2500446612973344
3861,2021-09-09,LATAM,Mexico,-,Non_Brand,L,22.5600000619,0.0,1.0,0.0,0.0,0.0,0.0,0.0,September,0,22.5600000619,0.0,1.0,0.0,0,0,0,69.4,3.79,1.232023058135461
3862,2021-09-10,LATAM,Mexico,-,Non_Brand,L,13.2599998116,1.0,1.0,0.0,0.0,0.0,0.0,0.0,September,0,13.2599998116,0.0,1.0,0.0,0,0,0,69.4,3.79,0.7241412000859366
3863,2021-09-11,LATAM,Mexico,-,Non_Brand,L,9.5800001621,0.0,1.0,0.0,0.0,1.0,0.0,0.0,September,0,9.5800001621,0.0,1.0,0.0,1,0,0,69.4,3.79,0.5231729195152592
3864,2021-09-12,LATAM,Mexico,-,Non_Brand,L,10.749999940399999,0.0,1.0,0.0,0.0,1.0,0.0,0.0,September,0,10.749999940399999,0.0,1.0,0.0,1,0,0,69.4,3.79,0.5870677200881267
3865,2021-09-13,LATAM,Mexico,-,Non_Brand,L,23.7899999619,0.0,1.0,0.0,0.0,0.0,0.0,0.0,September,0,23.7899999619,0.0,1.0,0.0,0,0,0,69.4,3.79,1.299194522415
3866,2021-09-14,LATAM,Mexico,-,Non_Brand,L,16.3000000417,0.0,1.0,0.0,0.0,0.0,0.0,0.0,September,0,16.3000000417,0.0,1.0,0.0,0,0,0,69.4,3.79,0.8901585037181987
3867,2021-09-15,LATAM,Mexico,-,Non_Brand,L,23.740000247900003,0.0,1.0,0.0,0.0,0.0,0.0,0.0,September,0,23.740000247900003,0.0,1.0,0.0,0,0,0,69.4,3.79,1.2964639904832997
3868,2021-09-16,LATAM,Mexico,-,Non_Brand,L,10.6300001145,1.0,1.0,0.0,0.0,0.0,0.0,0.0,September,0,10.6300001145,0.0,1.0,0.0,0,0,0,69.4,3.79,0.5805144154748558
3869,2021-09-17,LATAM,Mexico,-,Non_Brand,L,10.9199995995,0.0,1.0,0.0,0.0,0.0,0.0,0.0,September,0,10.9199995995,0.0,1.0,0.0,0,0,0,69.4,3.79,0.5963515631427233
3870,2021-09-18,LATAM,Mexico,-,Non_Brand,L,9.6600001455,0.0,1.0,0.0,0.0,1.0,0.0,0.0,September,0,9.6600001455,0.0,1.0,0.0,1,0,0,69.4,3.79,0.5275417946894092
3871,2021-09-19,LATAM,Mexico,-,Non_Brand,L,10.2000001073,0.0,1.0,0.0,0.0,1.0,0.0,0.0,September,0,10.2000001073,0.0,1.0,0.0,1,0,0,69.4,3.79,0.5570317061479394
3872,2021-09-20,LATAM,Mexico,-,Non_Brand,L,22.9000003338,0.0,1.0,0.0,0.0,0.0,0.0,0.0,September,0,22.9000003338,0.0,1.0,0.0,0,0,0,69.4,3.79,1.2505907963271181
3873,2021-09-21,LATAM,Mexico,-,Non_Brand,L,13.870000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,September,0,13.870000001,0.0,1.0,0.0,0,0,0,69.4,3.79,0.7574538905445244
3874,2021-09-22,LATAM,Mexico,-,Non_Brand,L,18.0699999033,0.0,1.0,0.0,0.0,0.0,0.0,0.0,September,0,18.0699999033,0.0,1.0,0.0,0,0,0,69.4,3.79,0.9868198794453459
3875,2021-09-23,LATAM,Mexico,-,Non_Brand,L,19.550000190800002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,September,0,19.550000190800002,0.0,1.0,0.0,0,0,0,69.4,3.79,1.0676441026387897
3876,2021-09-24,LATAM,Mexico,-,Non_Brand,L,15.6499999762,0.0,1.0,0.0,0.0,0.0,0.0,0.0,September,0,15.6499999762,0.0,1.0,0.0,0,0,0,69.4,3.79,0.854661381985562
3877,2021-09-25,LATAM,Mexico,-,Non_Brand,L,8.2900001109,0.0,1.0,0.0,0.0,1.0,0.0,0.0,September,0,8.2900001109,0.0,1.0,0.0,1,0,0,69.4,3.79,0.45272478991802584
3878,2021-09-26,LATAM,Mexico,-,Non_Brand,L,9.0499998331,0.0,1.0,0.0,0.0,1.0,0.0,0.0,September,0,9.0499998331,0.0,1.0,0.0,1,0,0,69.4,3.79,0.4942290975136742
3879,2021-09-27,LATAM,Mexico,-,Non_Brand,L,9.9200000763,0.0,1.0,0.0,0.0,0.0,0.0,0.0,September,0,9.9200000763,0.0,1.0,0.0,0,0,0,69.4,3.79,0.5417406381725791
3880,2021-09-28,LATAM,Mexico,-,Non_Brand,L,9.660000205,0.0,1.0,0.0,0.0,0.0,0.0,0.0,September,0,9.660000205,0.0,1.0,0.0,0,0,0,69.4,3.79,0.5275417979387608
3881,2021-09-29,LATAM,Mexico,-,Non_Brand,L,17.079999685199997,0.0,1.0,0.0,0.0,0.0,0.0,0.0,September,0,17.079999685199997,0.0,1.0,0.0,0,0,0,69.4,3.79,0.9327550260361381
3882,2021-09-30,LATAM,Mexico,-,Non_Brand,L,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,September,0,0.0,0.0,0.5,0.5,0,0,0,69.4,3.79,651.1472545155995
3883,2021-10-01,LATAM,Mexico,-,Non_Brand,L,14.5499999522,0.0,1.0,0.0,0.0,0.0,0.0,0.0,October,0,14.5499999522,0.0,1.0,0.0,0,0,0,69.4,3.79,0.7945893345653889
3884,2021-10-02,LATAM,Mexico,-,Non_Brand,L,8.070000052400001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,October,0,8.070000052400001,0.0,1.0,0.0,1,0,0,69.4,3.79,0.4407103775013833
3885,2021-10-03,LATAM,Mexico,-,Non_Brand,L,7.7599999905,0.0,1.0,0.0,0.0,1.0,0.0,0.0,October,0,7.7599999905,0.0,1.0,0.0,1,0,0,69.4,3.79,0.4237809793082853
3886,2021-10-04,LATAM,Mexico,-,Non_Brand,L,87.07999944870001,0.0,3.0,0.0,0.0,0.0,0.0,0.0,OctoberOctoberOctober,0,47.639999940900005,39.439999507799996,0.5470831447233228,0.45291685527667724,0,0,0,69.4,3.79,4.755521583725836
3887,2021-10-05,LATAM,Mexico,-,Non_Brand,L,139.95000094949998,0.0,3.0,0.0,0.0,0.0,0.0,0.0,OctoberOctoberOctober,0,120.33000075819999,19.6200001913,0.8598070735392154,0.14019292646078463,0,0,0,69.4,3.79,7.642802645513038
3888,2021-10-06,LATAM,Mexico,-,Non_Brand,L,52.05000029509999,0.0,3.0,0.0,0.0,0.0,0.0,0.0,OctoberOctoberOctober,0,34.500000044699995,17.5500002504,0.6628242045936711,0.3371757954063289,0,0,0,69.4,3.79,2.842500016115691
3889,2021-10-07,LATAM,Mexico,-,Non_Brand,L,33.020000219399996,0.0,2.0,0.0,0.0,0.0,0.0,0.0,OctoberOctober,0,33.020000219399996,0.0,1.0,0.0,0,0,0,69.4,3.79,1.8032536142871178
3890,2021-10-08,LATAM,Mexico,-,Non_Brand,L,7.9799998998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,October,0,7.9799998998,0.0,1.0,0.0,0,0,0,69.4,3.79,0.435795383576974
3891,2021-10-09,0,Mexico,-,Non_Brand,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.5,0.5,1,0,0,69.4,3.79,651.1472545155995
3892,2021-10-10,0,Mexico,-,Non_Brand,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.5,0.5,1,0,0,69.4,3.79,651.1472545155995
3893,2021-10-11,LATAM,Mexico,-,Non_Brand,L,16.1999999284,0.0,1.0,0.0,0.0,0.0,0.0,0.0,October,0,16.1999999284,0.0,1.0,0.0,0,0,0,69.4,3.79,0.8846974024299135
3894,2021-10-12,LATAM,Mexico,-,Non_Brand,L,18.7400000095,0.0,2.0,0.0,0.0,0.0,0.0,0.0,OctoberOctober,0,18.7400000095,0.0,1.0,0.0,0,0,0,69.4,3.79,1.023409222420821
3895,2021-10-13,LATAM,Mexico,-,Non_Brand,L,11.1699998378,0.0,2.0,0.0,0.0,0.0,0.0,0.0,OctoberOctober,0,11.1699998378,0.0,1.0,0.0,0,0,0,69.4,3.79,0.6100043139086743
3896,2021-10-14,LATAM,Mexico,-,Non_Brand,L,12.5700004101,0.0,1.0,0.0,0.0,0.0,0.0,0.0,October,0,12.5700004101,0.0,1.0,0.0,0,0,0,69.4,3.79,0.6864596765746253
3897,2021-10-15,LATAM,Mexico,-,Non_Brand,L,9.480000019,0.0,1.0,0.0,0.0,0.0,0.0,0.0,October,0,9.480000019,0.0,1.0,0.0,0,0,0,69.4,3.79,0.5177118165995677
3898,2021-10-16,0,Mexico,-,Non_Brand,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.5,0.5,1,0,0,69.4,3.79,651.1472545155995
3899,2021-10-17,0,Mexico,-,Non_Brand,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.5,0.5,1,0,0,69.4,3.79,651.1472545155995
3900,2021-10-18,LATAM,Mexico,-,Non_Brand,L,264.88000102379993,0.0,3.0,0.0,0.0,0.0,0.0,0.0,OctoberOctoberOctober,0,215.18000083439995,49.70000018940001,0.812367864703631,0.18763213529636902,0,0,0,69.4,3.79,14.465348759080715
3901,2021-10-19,LATAM,Mexico,-,Non_Brand,L,179.7599998356,1.0,3.0,0.0,0.0,0.0,0.0,0.0,OctoberOctoberOctober,0,138.800000438,40.9599993976,0.7721406350964615,0.22785936490353853,0,0,0,69.4,3.79,9.816864544336081
3902,2021-10-20,LATAM,Mexico,-,Non_Brand,L,164.4800000187,0.0,3.0,0.0,0.0,0.0,0.0,0.0,OctoberOctoberOctober,0,120.88999976189999,43.59000025680002,0.7349829751225426,0.2650170248774574,0,0,0,69.4,3.79,8.982409222923241
3903,2021-10-21,LATAM,Mexico,-,Non_Brand,L,151.2200004216,0.0,3.0,0.0,0.0,0.0,0.0,0.0,OctoberOctoberOctober,0,117.35000061989999,33.8699998017,0.78,0.21999999999999997,0,0,0,69.4,3.79,8.258268034551353
3904,2021-10-22,LATAM,Mexico,-,Non_Brand,L,109.71999987359997,0.0,3.0,0.0,0.0,0.0,0.0,0.0,OctoberOctoberOctober,0,79.13000004339997,30.5899998302,0.7211994179234378,0.2788005820765622,0,0,0,69.4,3.79,5.991913537765762
3905,2021-10-23,LATAM,Mexico,-,Non_Brand,L,87.6499996929,0.0,3.0,0.0,0.0,3.0,0.0,0.0,OctoberOctoberOctober,0,65.2199997751,22.429999917799996,0.7440958357514186,0.2559041642485814,1,0,0,69.4,3.79,4.786649839136758
3906,2021-10-24,LATAM,Mexico,-,Non_Brand,L,104.25000099849998,0.0,3.0,0.0,0.0,3.0,0.0,0.0,OctoberOctoberOctober,0,63.51000055679999,40.740000441700005,0.60920863259957,0.39079136740042997,1,0,0,69.4,3.79,5.69319169718033
3907,2021-10-25,LATAM,Mexico,-,Non_Brand,L,128.2699999289,0.0,3.0,0.0,0.0,0.0,0.0,0.0,OctoberOctoberOctober,0,87.0199997129,41.250000216000004,0.6784127212998764,0.3215872787001236,0,0,0,69.4,3.79,7.004946681996124
3908,2021-10-26,LATAM,Mexico,-,Non_Brand,L,102.99999916370001,0.0,3.0,0.0,0.0,0.0,0.0,0.0,OctoberOctoberOctober,0,81.2999995425,21.6999996212,0.7893203903165887,0.21067960968341126,0,0,0,69.4,3.79,5.624927908219352
3909,2021-10-27,LATAM,Mexico,-,Non_Brand,L,242.13000096770003,0.0,3.0,0.0,0.0,0.0,0.0,0.0,OctoberOctoberOctober,0,197.59000070750002,44.5400002602,0.816049229413163,0.18395077058683695,0,0,0,69.4,3.79,13.222949620570361
3910,2021-10-28,LATAM,Mexico,-,Non_Brand,L,227.9800002652,0.0,3.0,0.0,0.0,0.0,0.0,0.0,OctoberOctoberOctober,0,194.6600006001,33.3199996651,0.8538468303081842,0.1461531696918158,0,0,0,69.4,3.79,12.450204625433832
3911,2021-10-29,LATAM,Mexico,-,Non_Brand,L,328.2700002413001,0.0,3.0,0.0,0.0,0.0,0.0,0.0,OctoberOctoberOctober,0,298.7000008072001,29.569999434100005,0.9099217125769516,0.09007828742304835,0,0,0,69.4,3.79,17.927136900785698
3912,2021-10-30,LATAM,Mexico,-,Non_Brand,L,262.67999904169994,0.0,3.0,0.0,0.0,3.0,0.0,0.0,OctoberOctoberOctober,0,243.63999875219997,19.0400002895,0.93,0.06999999999999995,1,0,0,69.4,3.79,14.345204558617331
3913,2021-10-31,LATAM,Mexico,-,Non_Brand,L,239.2700011247,0.0,3.0,0.0,0.0,3.0,0.0,0.0,OctoberOctoberOctober,0,208.660000749,30.610000375699997,0.8720692095464695,0.1279307904535305,1,0,0,69.4,3.79,13.066762309259554
3914,2021-11-01,LATAM,Mexico,-,Non_Brand,L,315.42000047899995,7.0,0.0,0.0,0.0,0.0,0.0,0.0,NovemberNovemberNovemberNovember,0,277.56000026709995,37.8600002119,0.8799695639008134,0.12003043609918662,0,0,0,69.4,3.79,17.225386193305617
3915,2021-11-02,LATAM,Mexico,-,Non_Brand,L,446.6900025218001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NovemberNovemberNovemberNovember,0,429.1500024928001,17.540000028999998,0.9607333946809253,0.039266605319074666,0,0,0,69.4,3.79,24.394165843769777
3916,2021-11-03,LATAM,Mexico,-,Non_Brand,L,761.3199962071999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,NovemberNovemberNovemberNovember,0,690.0499956657,71.27000054149998,0.9063862752895523,0.09361372471044771,0,0,0,69.4,3.79,41.576409014773596
3917,2021-11-04,LATAM,Mexico,-,Non_Brand,L,671.0899996679001,8.0,0.0,0.0,0.0,0.0,0.0,0.0,NovemberNovemberNovemberNovember,0,635.7499998269001,35.339999841,0.9473394032715603,0.0526605967284397,0,0,0,69.4,3.79,36.64886309425564
3918,2021-11-05,LATAM,Mexico,-,Non_Brand,L,665.2600036448998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,NovemberNovemberNovemberNovember,0,607.8400033749999,57.42000026989999,0.91,0.08999999999999997,0,0,0,69.4,3.79,36.330481467062974
3919,2021-11-06,LATAM,Mexico,-,Non_Brand,L,539.1700035519996,0.0,0.0,0.0,0.0,4.0,0.0,0.0,NovemberNovemberNovemberNovember,0,514.1100033614996,25.0600001905,0.9535211528360125,0.046478847163987536,1,0,0,69.4,3.79,29.444586649309482
3920,2021-11-07,LATAM,Mexico,-,Non_Brand,L,556.9499987007,0.0,0.0,0.0,0.0,4.0,0.0,0.0,NovemberNovemberNovemberNovember,0,463.17999869749997,93.7700000032,0.8316365917551762,0.16836340824482376,1,0,0,69.4,3.79,30.41556909330912
3921,2021-11-08,LATAM,Mexico,-,Non_Brand,L,401.26000188269995,5.0,0.0,0.0,0.0,0.0,0.0,0.0,NovemberNovemberNovemberNovember,0,332.27000145579996,68.9900004269,0.8280665899835494,0.17193341001645057,0,0,0,69.4,3.79,21.913190304545143
3922,2021-11-09,LATAM,Mexico,-,Non_Brand,L,226.15000015329997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,NovemberNovemberNovemberNovember,0,196.38000020209998,29.769999951200006,0.8683617071367683,0.1316382928632317,0,0,0,69.4,3.79,12.350266578977044
3923,2021-11-10,LATAM,Mexico,-,Non_Brand,L,242.57000097769998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NovemberNovemberNovemberNovember,0,183.97000112339995,58.599999854299995,0.7584202513991529,0.24157974860084708,0,0,0,69.4,3.79,13.246978439560271
3924,2021-11-11,LATAM,Mexico,-,Non_Brand,L,262.1100003316001,6.0,0.0,0.0,0.0,0.0,0.0,0.0,NovemberNovemberNovemberNovember,0,177.42000099490002,84.68999933670001,0.6768913844204449,0.32310861557955506,0,0,0,69.4,3.79,14.314076386985075
3925,2021-11-12,LATAM,Mexico,-,Non_Brand,L,412.4999988159001,5.0,0.0,0.0,0.0,0.0,0.0,0.0,NovemberNovemberNovemberNovember,0,175.71000046880005,236.78999834710004,0.42596363872286924,0.5740363612771308,0,0,0,69.4,3.79,22.52701722640146
3926,2021-11-13,LATAM,Mexico,-,Non_Brand,L,198.4100007865,0.0,0.0,0.0,0.0,4.0,0.0,0.0,NovemberNovemberNovemberNovember,0,166.9300005235,31.480000263,0.8413386415089318,0.15866135849106822,1,0,0,69.4,3.79,10.835358832576873
3927,2021-11-14,LATAM,Mexico,-,Non_Brand,L,305.18999906199997,0.0,0.0,0.0,0.0,4.0,0.0,0.0,NovemberNovemberNovemberNovember,0,167.35000008309999,137.83999897889998,0.5483469333774024,0.45165306662259763,1,0,0,69.4,3.79,16.666716087103456
3928,2021-11-15,LATAM,Mexico,-,Non_Brand,L,463.3499972728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NovemberNovemberNovemberNovember,0,186.68999978370002,276.65999748909996,0.4,0.6,0,0,0,69.4,3.79,25.30398400092092
3929,2021-11-16,LATAM,Mexico,-,Non_Brand,L,667.9500082037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NovemberNovemberNovemberNovember,0,236.0200010796,431.9300071241,0.35334979890833784,0.6466502010916622,0,0,0,69.4,3.79,36.47738517423664
3930,2021-11-17,LATAM,Mexico,-,Non_Brand,L,313.44000069059996,6.0,0.0,0.0,0.0,0.0,0.0,0.0,NovemberNovemberNovemberNovember,0,250.32000086449997,63.1199998261,0.798621746787174,0.20137825321282599,0,0,0,69.4,3.79,17.117256521864174
3931,2021-11-18,LATAM,Mexico,-,Non_Brand,L,485.8100068287998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,NovemberNovemberNovemberNovember,0,157.68000008360002,328.13000674519986,0.3245713300820637,0.6754286699179364,0,0,0,69.4,3.79,26.530546482437337
3932,2021-11-19,LATAM,Mexico,-,Non_Brand,L,204.99000014339998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,NovemberNovemberNovember,0,38.6399998067,166.35000033670002,0.18849699877881618,0.8115030012211838,0,0,0,69.4,3.79,11.194698855093456
3933,2021-11-20,LATAM,Mexico,-,Non_Brand,L,95.99000042699998,0.0,0.0,0.0,0.0,4.0,0.0,0.0,NovemberNovemberNovemberNovember,0,0.0,95.99000042699998,0.0,1.0,1,0,0,69.4,3.79,5.24210521063876
3934,2021-11-21,LATAM,Mexico,-,Non_Brand,L,110.16999945059996,0.0,0.0,0.0,0.0,3.0,0.0,0.0,NovemberNovemberNovember,0,0.0,110.16999945059996,0.0,1.0,1,0,0,69.4,3.79,6.016488442619219
3935,2021-11-22,LATAM,Mexico,-,Non_Brand,L,499.25000186209996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,NovemberNovemberNovemberNovember,0,163.34000046520003,335.91000139689993,0.32717075584571936,0.6728292441542807,0,0,0,69.4,3.79,27.26451739275733
3936,2021-11-23,LATAM,Mexico,-,Non_Brand,L,196.01000052269998,15.0,0.0,0.0,0.0,0.0,0.0,0.0,NovemberNovemberNovemberNovember,0,50.090000037,145.92000048569997,0.25554818582432004,0.74445181417568,0,0,0,69.4,3.79,10.704292535749753
3937,2021-11-24,LATAM,Mexico,-,Non_Brand,L,395.8200029751,1.0,0.0,0.0,0.0,0.0,0.0,0.0,NovemberNovemberNovemberNovember,0,205.5000009369,190.32000203820002,0.5191753812144442,0.4808246187855558,0,0,0,69.4,3.79,21.616106790715115
3938,2021-11-25,LATAM,Mexico,-,Non_Brand,L,341.9599980747001,4.0,0.0,0.0,0.0,0.0,0.0,0.0,NovemberNovemberNovember,0,198.03999916040001,143.91999891430004,0.5791320630348665,0.42086793696513347,0,0,0,69.4,3.79,18.674760701773966
3939,2021-11-26,LATAM,Mexico,-,Non_Brand,L,363.2399989924,2.0,0.0,0.0,0.0,0.0,0.0,0.0,NovemberNovemberNovember,0,179.130000021,184.1099989714,0.4931450295063675,0.5068549704936325,0,0,0,69.4,3.79,19.836881789354408
3940,2021-11-27,LATAM,Mexico,-,Non_Brand,L,244.16999934280005,1.0,0.0,0.0,0.0,4.0,0.0,0.0,NovemberNovemberNovemberNovember,0,152.49999951980004,91.669999823,0.6245648520713603,0.37543514792863975,1,0,0,69.4,3.79,13.334355871890665
3941,2021-11-28,LATAM,Mexico,-,Non_Brand,L,267.83999805840006,0.0,0.0,0.0,0.0,4.0,0.0,0.0,NovemberNovemberNovemberNovember,0,158.92999806230006,108.90999999609998,0.59,0.41000000000000003,1,0,0,69.4,3.79,14.626997012122999
3942,2021-11-29,LATAM,Mexico,-,Non_Brand,L,441.4400001688999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NovemberNovemberNovember,0,175.55000018699997,265.88999998189996,0.3976757886005631,0.6023242113994369,0,0,0,69.4,3.79,24.10745822248027
3943,2021-11-30,LATAM,Mexico,-,Non_Brand,L,214.67999951719997,8.0,0.0,0.0,0.0,0.0,0.0,0.0,NovemberNovemberNovember,0,155.91000013229998,58.769999384900004,0.7262437138202462,0.2737562861797538,0,0,0,69.4,3.79,11.723878936169854
3944,2021-12-01,LATAM,Mexico,-,Non_Brand,L,427.11000239899994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,DecemberDecemberDecemberDecember,0,276.11000137099995,151.00000102799999,0.6464610985931957,0.35353890140680433,0,0,0,69.4,3.79,23.32488341631426
3945,2021-12-02,LATAM,Mexico,-,Non_Brand,L,457.6599984540999,4.0,0.0,0.0,0.0,0.0,0.0,0.0,DecemberDecemberDecember,0,343.4700005426999,114.18999791139998,0.7504916350628961,0.24950836493710393,0,0,0,69.4,3.79,24.99324775419364
3946,2021-12-03,LATAM,Mexico,-,Non_Brand,L,385.0199975931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DecemberDecemberDecember,0,271.28999903450006,113.72999855859999,0.7046127492868747,0.2953872507131253,0,0,0,69.4,3.79,21.026308225905606
3947,2021-12-04,LATAM,Mexico,-,Non_Brand,L,293.22999944590003,0.0,0.0,0.0,0.0,3.0,0.0,0.0,DecemberDecemberDecember,0,235.46999891890005,57.760000526999995,0.8030215167747305,0.19697848322526945,1,0,0,69.4,3.79,16.013569134005202
3948,2021-12-05,LATAM,Mexico,-,Non_Brand,L,300.9599990996,0.0,0.0,0.0,0.0,3.0,0.0,0.0,DecemberDecemberDecember,0,204.96999901510003,95.99000008449998,0.6810539594242458,0.31894604057575415,1,0,0,69.4,3.79,16.43571176639026
3949,2021-12-06,LATAM,Mexico,-,Non_Brand,L,524.7400033189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DecemberDecemberDecember,0,307.52000031040006,217.22000300849996,0.5860426084639693,0.4139573915360307,0,0,0,69.4,3.79,28.65655061352494
3950,2021-12-07,LATAM,Mexico,-,Non_Brand,L,368.40999971529993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DecemberDecemberDecemberDecember,0,260.4300006757,107.97999903959996,0.7069026380308765,0.2930973619691235,0,0,0,69.4,3.79,20.11922044554736
3951,2021-12-08,LATAM,Mexico,-,Non_Brand,L,212.24999856909997,4.0,0.0,0.0,0.0,0.0,0.0,0.0,DecemberDecemberDecember,0,103.8899998068,108.35999876229997,0.4894699670538638,0.5105300329461362,0,0,0,69.4,3.79,11.591174273442203
3952,2021-12-09,LATAM,Mexico,-,Non_Brand,L,169.05000049229997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,DecemberDecemberDecemberDecember,0,94.76000058629998,74.28999990599999,0.5605442195228871,0.43945578047711287,0,0,0,69.4,3.79,9.231981294896498
3953,2021-12-10,LATAM,Mexico,-,Non_Brand,L,186.729999818,1.0,0.0,0.0,0.0,0.0,0.0,0.0,DecemberDecemberDecember,0,88.6400005819,98.0899992361,0.47,0.53,0,0,0,69.4,3.79,10.197502871905188
3954,2021-12-11,LATAM,Mexico,-,Non_Brand,L,80.5199999363,0.0,0.0,0.0,0.0,3.0,0.0,0.0,DecemberDecemberDecember,0,36.699999868899994,43.8200000674,0.4557873807493002,0.5442126192506997,1,0,0,69.4,3.79,4.397273771737421
3955,2021-12-12,LATAM,Mexico,-,Non_Brand,L,90.3400002602,0.0,0.0,0.0,0.0,3.0,0.0,0.0,DecemberDecemberDecember,0,31.859999924800004,58.48000033540001,0.35266769795257763,0.6473323020474224,1,0,0,69.4,3.79,4.933553328330807
3956,2021-12-13,LATAM,Mexico,-,Non_Brand,L,313.1099987923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DecemberDecemberDecember,0,156.31999972469998,156.78999906760004,0.4992494660906504,0.5007505339093496,0,0,0,69.4,3.79,17.099234804363356
3957,2021-12-14,LATAM,Mexico,-,Non_Brand,L,193.29000020029994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DecemberDecemberDecember,0,63.15999942999999,130.13000077029997,0.3267628918441171,0.6732371081558829,0,0,0,69.4,3.79,10.555750731399664
3958,2021-12-15,LATAM,Mexico,-,Non_Brand,L,202.74999918010002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DecemberDecemberDecember,0,71.1399997473,131.6099994328,0.35,0.65,0,0,0,69.4,3.79,11.072370272227362
3959,2021-12-16,LATAM,Mexico,-,Non_Brand,L,192.91000080470002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DecemberDecemberDecember,0,66.07000061869999,126.84000018600003,0.3424913189730819,0.6575086810269182,0,0,0,69.4,3.79,10.534998603023242
3960,2021-12-17,LATAM,Mexico,-,Non_Brand,L,200.8999997098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DecemberDecemberDecember,0,107.92000006130002,92.97999964849998,0.5371826790303157,0.4628173209696843,0,0,0,69.4,3.79,10.971340041788789
3961,2021-12-18,LATAM,Mexico,-,Non_Brand,L,80.33000016220001,0.0,0.0,0.0,0.0,3.0,0.0,0.0,DecemberDecemberDecember,0,13.9400000571,66.3900001051,0.17,0.83,1,0,0,69.4,3.79,4.386897703382392
3962,2021-12-19,LATAM,Mexico,-,Non_Brand,L,90.89999961839999,0.0,0.0,0.0,0.0,3.0,0.0,0.0,DecemberDecemberDecember,0,21.059999942900003,69.8399996755,0.23168316866127942,0.7683168313387205,1,0,0,69.4,3.79,4.964135425846338
