,ds,market,new_confirmed
904,2020-03-10,Italy,3014
905,2020-03-10,Ireland,9
906,2020-03-10,Germany,1947
907,2020-03-10,France,388
908,2020-03-10,Netherlands,123
909,2020-03-10,Austria,165
910,2020-03-11,Turkey,0
911,2020-03-11,Switzerland,666
912,2020-03-11,Sweden,392
913,2020-03-11,Spain,3700
914,2020-03-11,Poland,18
915,2020-03-11,Netherlands,127
916,2020-03-11,UK,1720
917,2020-03-11,Ireland,27
918,2020-03-11,Germany,2501
919,2020-03-11,France,529
920,2020-03-11,Belgium,347
921,2020-03-11,Austria,327
922,2020-03-11,Italy,7049
923,2020-03-12,UK,2014
924,2020-03-12,Turkey,0
925,2020-03-12,Switzerland,714
926,2020-03-12,Sweden,302
927,2020-03-12,Spain,5218
928,2020-03-12,Poland,19
929,2020-03-12,Netherlands,113
930,2020-03-12,Ireland,20
931,2020-03-12,Germany,3446
932,2020-03-12,France,661
933,2020-03-12,Belgium,495
934,2020-03-12,Austria,291
935,2020-03-12,Italy,7691
936,2020-03-13,Poland,36
937,2020-03-13,Turkey,4
938,2020-03-13,Switzerland,862
939,2020-03-13,Sweden,304
940,2020-03-13,Spain,6292
941,2020-03-13,Netherlands,219
942,2020-03-13,UK,1928
943,2020-03-13,Ireland,39
944,2020-03-13,Austria,546
945,2020-03-13,Belgium,657
946,2020-03-13,Italy,7197
947,2020-03-13,Germany,4224
948,2020-03-13,France,912
949,2020-03-14,UK,1503
950,2020-03-14,Turkey,1
951,2020-03-14,Switzerland,834
952,2020-03-14,Sweden,142
953,2020-03-14,Poland,21
954,2020-03-14,Spain,6044
955,2020-03-14,Ireland,40
956,2020-03-14,Germany,3586
957,2020-03-14,France,943
958,2020-03-14,Belgium,351
959,2020-03-14,Austria,630
960,2020-03-14,Italy,10347
961,2020-03-14,Netherlands,465
962,2020-03-15,Poland,52
963,2020-03-15,UK,1852
964,2020-03-15,Turkey,12
965,2020-03-15,Switzerland,652
966,2020-03-15,Sweden,138
967,2020-03-15,Spain,6325
968,2020-03-15,Netherlands,580
969,2020-03-15,Ireland,54
970,2020-03-15,Germany,3999
971,2020-03-15,France,1025
972,2020-03-15,Belgium,418
973,2020-03-15,Austria,594
974,2020-03-15,Italy,10729
975,2020-03-16,UK,2557
976,2020-03-16,Turkey,29
977,2020-03-16,Switzerland,2120
978,2020-03-16,Sweden,166
979,2020-03-16,Spain,10233
980,2020-03-16,Poland,61
981,2020-03-16,Netherlands,822
982,2020-03-16,Ireland,69
983,2020-03-16,Germany,7105
984,2020-03-16,France,1609
985,2020-03-16,Belgium,765
986,2020-03-16,Austria,678
987,2020-03-16,Italy,9406
988,2020-03-17,Poland,49
989,2020-03-17,Turkey,51
990,2020-03-17,Switzerland,2164
991,2020-03-17,Sweden,238
992,2020-03-17,Spain,12593
993,2020-03-17,Netherlands,927
994,2020-03-17,UK,3290
995,2020-03-17,Ireland,74
996,2020-03-17,Germany,9648
997,2020-03-17,France,1553
998,2020-03-17,Belgium,834
999,2020-03-17,Austria,1038
1000,2020-03-17,Italy,10414
1001,2020-03-18,UK,4152
1002,2020-03-18,Turkey,93
1003,2020-03-18,Spain,14205
1004,2020-03-18,Switzerland,2412
1005,2020-03-18,Sweden,290
1006,2020-03-18,Poland,68
1007,2020-03-18,Belgium,1062
1008,2020-03-18,Italy,12422
1009,2020-03-18,Ireland,191
1010,2020-03-18,Germany,11253
1011,2020-03-18,France,2202
1012,2020-03-18,Austria,1116
1013,2020-03-18,Netherlands,1064
1014,2020-03-19,Turkey,168
1015,2020-03-19,Switzerland,1668
1016,2020-03-19,Sweden,286
1017,2020-03-19,Spain,16055
1018,2020-03-19,Poland,138
1019,2020-03-19,Netherlands,1341
1020,2020-03-19,UK,4306
1021,2020-03-19,Ireland,126
1022,2020-03-19,Germany,12170
1023,2020-03-19,France,2924
1024,2020-03-19,Belgium,1394
1025,2020-03-19,Austria,1365
1026,2020-03-19,Italy,14989
1027,2020-03-20,UK,5170
1028,2020-03-20,Turkey,311
1029,2020-03-20,Switzerland,2278
1030,2020-03-20,Sweden,360
1031,2020-03-20,Spain,17632
1032,2020-03-20,Poland,181
1033,2020-03-20,Netherlands,2967
1034,2020-03-20,Ireland,102
1035,2020-03-20,Germany,11453
1036,2020-03-20,France,3039
1037,2020-03-20,Belgium,1313
1038,2020-03-20,Austria,1527
1039,2020-03-20,Italy,18106
1040,2020-03-21,Poland,209
1041,2020-03-21,Turkey,277
1042,2020-03-21,Switzerland,1380
1043,2020-03-21,Sweden,272
1044,2020-03-21,Spain,16519
1045,2020-03-21,Netherlands,595
1046,2020-03-21,UK,4865
1047,2020-03-21,Ireland,121
1048,2020-03-21,Austria,1644
1049,2020-03-21,Belgium,924
1050,2020-03-21,Italy,19045
1051,2020-03-21,Germany,8977
1052,2020-03-21,France,2381
1053,2020-03-22,UK,5668
1054,2020-03-22,Turkey,289
1055,2020-03-22,Switzerland,1094
1056,2020-03-22,Sweden,236
1057,2020-03-22,Poland,212
1058,2020-03-22,Spain,13438
1059,2020-03-22,Ireland,219
1060,2020-03-22,Germany,8262
1061,2020-03-22,France,2736
1062,2020-03-22,Belgium,957
1063,2020-03-22,Austria,1854
1064,2020-03-22,Italy,16186
1065,2020-03-22,Netherlands,1677
1066,2020-03-23,Poland,268
1067,2020-03-23,UK,9425
1068,2020-03-23,Turkey,293
1069,2020-03-23,Switzerland,2924
1070,2020-03-23,Sweden,364
1071,2020-03-23,Spain,22354
1072,2020-03-23,Netherlands,1799
1073,2020-03-23,Ireland,204
1074,2020-03-23,Germany,12338
1075,2020-03-23,France,5738
1076,2020-03-23,Belgium,2644
1077,2020-03-23,Austria,2061
1078,2020-03-23,Italy,13913
1079,2020-03-24,UK,9563
1080,2020-03-24,Turkey,343
1081,2020-03-24,Switzerland,2484
1082,2020-03-24,Sweden,460
1083,2020-03-24,Spain,26371
1084,2020-03-24,Poland,302
1085,2020-03-24,Netherlands,2451
1086,2020-03-24,Ireland,235
1087,2020-03-24,Germany,15440
1088,2020-03-24,France,5222
1089,2020-03-24,Belgium,2382
1090,2020-03-24,Austria,2169
1091,2020-03-24,Italy,15316
1092,2020-03-25,Poland,320
1093,2020-03-25,Turkey,561
1094,2020-03-25,Switzerland,2136
1095,2020-03-25,Sweden,628
1096,2020-03-25,Spain,25902
1097,2020-03-25,Netherlands,2695
1098,2020-03-25,UK,10778
1099,2020-03-25,Ireland,255
1100,2020-03-25,Austria,2262
1101,2020-03-25,Belgium,2386
1102,2020-03-25,Italy,15252
1103,2020-03-25,Germany,17259
1104,2020-03-25,France,5662
1105,2020-03-26,UK,12191
1106,2020-03-26,Turkey,1196
1107,2020-03-26,Switzerland,2228
1108,2020-03-26,Sweden,572
1109,2020-03-26,Spain,27438
1110,2020-03-26,Netherlands,3179
1111,2020-03-26,Poland,338
1112,2020-03-26,Ireland,302
1113,2020-03-26,Germany,17783
1114,2020-03-26,France,7072
1115,2020-03-26,Belgium,2709
1116,2020-03-26,Austria,3168
1117,2020-03-26,Italy,17935
1118,2020-03-27,UK,12625
1119,2020-03-27,Turkey,2069
1120,2020-03-27,Switzerland,2610
1121,2020-03-27,Sweden,730
1122,2020-03-27,Poland,417
1123,2020-03-27,Spain,25582
1124,2020-03-27,Netherlands,3462
1125,2020-03-27,Ireland,294
1126,2020-03-27,Germany,16676
1127,2020-03-27,France,7006
1128,2020-03-27,Belgium,3012
1129,2020-03-27,Austria,2421
1130,2020-03-27,Italy,17209
1131,2020-03-28,UK,11147
1132,2020-03-28,Turkey,1704
1133,2020-03-28,Switzerland,1444
1134,2020-03-28,Sweden,600
1135,2020-03-28,Spain,18079
1136,2020-03-28,Poland,473
1137,2020-03-28,Italy,17466
1138,2020-03-28,Ireland,210
1139,2020-03-28,Germany,12525
1140,2020-03-28,France,5655
1141,2020-03-28,Belgium,1675
1142,2020-03-28,Austria,1851
1143,2020-03-28,Netherlands,3428
1144,2020-03-29,UK,11371
1145,2020-03-29,Turkey,1815
1146,2020-03-29,Switzerland,864
1147,2020-03-29,Sweden,560
1148,2020-03-29,Spain,11729
1149,2020-03-29,Poland,417
1150,2020-03-29,Netherlands,3045
1151,2020-03-29,Ireland,285
1152,2020-03-29,Austria,1641
1153,2020-03-29,Belgium,1353
1154,2020-03-29,Italy,15390
1155,2020-03-29,Germany,10272
1156,2020-03-29,France,3055
1157,2020-03-30,UK,16669
1158,2020-03-30,Turkey,1610
1159,2020-03-30,Switzerland,2614
1160,2020-03-30,Sweden,832
1161,2020-03-30,Poland,449
1162,2020-03-30,Spain,19727
1163,2020-03-30,Ireland,325
1164,2020-03-30,Germany,14297
1165,2020-03-30,France,8225
1166,2020-03-30,Belgium,3448
1167,2020-03-30,Austria,2019
1168,2020-03-30,Italy,11764
1169,2020-03-30,Netherlands,2606
1170,2020-03-31,Poland,499
1171,2020-03-31,UK,17765
1172,2020-03-31,Turkey,2704
1173,2020-03-31,Switzerland,2264
1174,2020-03-31,Sweden,948
1175,2020-03-31,Spain,19252
1176,2020-03-31,Netherlands,2700
1177,2020-03-31,Ireland,212
1178,2020-03-31,Germany,18377
1179,2020-03-31,France,11166
1180,2020-03-31,Belgium,3344
1181,2020-03-31,Austria,1650
1182,2020-03-31,Italy,11693
1183,2020-04-01,UK,19463
1184,2020-04-01,Turkey,2148
1185,2020-04-01,Switzerland,2026
1186,2020-04-01,Sweden,972
1187,2020-04-01,Spain,20662
1188,2020-04-01,Poland,635
1189,2020-04-01,Netherlands,3129
1190,2020-04-01,Ireland,402
1191,2020-04-01,Germany,19059
1192,2020-04-01,France,7805
1193,2020-04-01,Belgium,3008
1194,2020-04-01,Austria,1644
1195,2020-04-01,Italy,13846
1196,2020-04-02,Poland,829
1197,2020-04-02,Turkey,2456
1198,2020-04-02,Switzerland,1754
1199,2020-04-02,Sweden,1108
1200,2020-04-02,Spain,19103
1201,2020-04-02,UK,19219
1202,2020-04-02,Netherlands,3182
1203,2020-04-02,Ireland,424
1204,2020-04-02,Germany,19281
1205,2020-04-02,France,5274
1206,2020-04-02,Belgium,2927
1207,2020-04-02,Austria,1314
1208,2020-04-02,Italy,13500
1209,2020-04-03,Turkey,2786
1210,2020-04-03,Switzerland,1856
1211,2020-04-03,Sweden,1204
1212,2020-04-03,Spain,18809
1213,2020-04-03,Poland,681
1214,2020-04-03,Netherlands,3044
1215,2020-04-03,UK,19182
1216,2020-04-03,Ireland,331
1217,2020-04-03,Germany,16724
1218,2020-04-03,France,8569
1219,2020-04-03,Belgium,3362
1220,2020-04-03,Austria,1233
1221,2020-04-03,Italy,13281
1222,2020-04-04,UK,15795
1223,2020-04-04,Turkey,3013
1224,2020-04-04,Switzerland,972
1225,2020-04-04,Sweden,714
1226,2020-04-04,Spain,13427
1227,2020-04-04,Poland,719
1228,2020-04-04,Netherlands,2887
1229,2020-04-04,Ireland,390
1230,2020-04-04,Germany,11222
1231,2020-04-04,France,4955
1232,2020-04-04,Belgium,1820
1233,2020-04-04,Austria,759
1234,2020-04-04,Italy,13964
1235,2020-04-05,Poland,786
1236,2020-04-05,Turkey,3135
1237,2020-04-05,Switzerland,562
1238,2020-04-05,Sweden,680
1239,2020-04-05,Spain,8962
1240,2020-04-05,Netherlands,3343
1241,2020-04-05,UK,14190
1242,2020-04-05,Ireland,865
1243,2020-04-05,Austria,549
1244,2020-04-05,Belgium,1307
1245,2020-04-05,Italy,13932
1246,2020-04-05,Germany,8730
1247,2020-04-05,France,2122
1248,2020-04-06,UK,20597
1249,2020-04-06,Turkey,3148
1250,2020-04-06,Switzerland,1856
1251,2020-04-06,Sweden,778
1252,2020-04-06,Poland,746
1253,2020-04-06,Spain,15268
1254,2020-04-06,Ireland,365
1255,2020-04-06,Germany,12499
1256,2020-04-06,France,6919
1257,2020-04-06,Belgium,3829
1258,2020-04-06,Austria,918
1259,2020-04-06,Italy,10506
1260,2020-04-06,Netherlands,2690
1261,2020-04-07,Poland,792
1262,2020-04-07,UK,21462
1263,2020-04-07,Turkey,3892
1264,2020-04-07,Switzerland,1428
1265,2020-04-07,Sweden,1478
1266,2020-04-07,Spain,16046
1267,2020-04-07,Netherlands,2499
1268,2020-04-07,Ireland,464
1269,2020-04-07,Germany,15651
1270,2020-04-07,France,6638
1271,2020-04-07,Belgium,2998
1272,2020-04-07,Austria,867
1273,2020-04-07,Italy,8628
1274,2020-04-08,UK,20157
1275,2020-04-08,Turkey,4117
1276,2020-04-08,Switzerland,1224
1277,2020-04-08,Sweden,1308
1278,2020-04-08,Spain,14814
1279,2020-04-08,Poland,727
1280,2020-04-08,Netherlands,3144
1281,2020-04-08,Ireland,705
1282,2020-04-08,Germany,15459
1283,2020-04-08,France,7261
1284,2020-04-08,Belgium,3162
1285,2020-04-08,Austria,870
1286,2020-04-08,Italy,12088
1287,2020-04-09,Poland,750
1288,2020-04-09,Turkey,4056
1289,2020-04-09,Switzerland,1120
1290,2020-04-09,Sweden,1290
1291,2020-04-09,Spain,13450
1292,2020-04-09,Netherlands,3711
1293,2020-04-09,UK,19106
1294,2020-04-09,Ireland,696
1295,2020-04-09,Austria,828
1296,2020-04-09,Belgium,4435
1297,2020-04-09,Italy,12321
1298,2020-04-09,Germany,13161
1299,2020-04-09,France,7467
1300,2020-04-10,UK,16851
1301,2020-04-10,Turkey,4747
1302,2020-04-10,Switzerland,620
1303,2020-04-10,Sweden,908
1304,2020-04-10,Spain,12057
1305,2020-04-10,Netherlands,3941
1306,2020-04-10,Poland,781
1307,2020-04-10,Ireland,839
1308,2020-04-10,Germany,9596
1309,2020-04-10,France,8208
1310,2020-04-10,Belgium,4624
1311,2020-04-10,Austria,1071
1312,2020-04-10,Italy,11517
1313,2020-04-11,UK,13985
1314,2020-04-11,Turkey,5138
1315,2020-04-11,Switzerland,516
1316,2020-04-11,Sweden,790
1317,2020-04-11,Poland,719
1318,2020-04-11,Spain,9346
1319,2020-04-11,Netherlands,3695
1320,2020-04-11,Ireland,727
1321,2020-04-11,Germany,7638
1322,2020-04-11,France,3599
1323,2020-04-11,Belgium,2040
1324,2020-04-11,Austria,609
1325,2020-04-11,Italy,13738
1326,2020-04-12,UK,13728
1327,2020-04-12,Turkey,4789
1328,2020-04-12,Switzerland,438
1329,2020-04-12,Sweden,928
1330,2020-04-12,Spain,6304
1331,2020-04-12,Poland,578
1332,2020-04-12,Italy,11858
1333,2020-04-12,Ireland,992
1334,2020-04-12,Germany,5328
1335,2020-04-12,France,1755
1336,2020-04-12,Belgium,1030
1337,2020-04-12,Austria,333
1338,2020-04-12,Netherlands,3259
1339,2020-04-13,UK,16320
1340,2020-04-13,Turkey,4093
1341,2020-04-13,Switzerland,490
1342,2020-04-13,Sweden,874
1343,2020-04-13,Spain,8468
1344,2020-04-13,Poland,528
1345,2020-04-13,Netherlands,2780
1346,2020-04-13,Ireland,831
1347,2020-04-13,Austria,261
1348,2020-04-13,Belgium,1065
1349,2020-04-13,Italy,9354
1350,2020-04-13,Germany,5660
1351,2020-04-13,France,3085
1352,2020-04-14,UK,16767
1353,2020-04-14,Turkey,4062
1354,2020-04-14,Switzerland,848
1355,2020-04-14,Sweden,958
1356,2020-04-14,Poland,648
1357,2020-04-14,Spain,11764
1358,2020-04-14,Ireland,1069
1359,2020-04-14,Germany,8249
1360,2020-04-14,France,8345
1361,2020-04-14,Belgium,3021
1362,2020-04-14,Austria,450
1363,2020-04-14,Italy,8940
1364,2020-04-14,Netherlands,2490
1365,2020-04-15,Poland,716
1366,2020-04-15,UK,19484
1367,2020-04-15,Turkey,4281
1368,2020-04-15,Switzerland,654
1369,2020-04-15,Sweden,1208
1370,2020-04-15,Spain,11648
1371,2020-04-15,Netherlands,2541
1372,2020-04-15,Ireland,724
1373,2020-04-15,Germany,10066
1374,2020-04-15,France,5055
1375,2020-04-15,Belgium,3214
1376,2020-04-15,Austria,387
1377,2020-04-15,Italy,7823
1378,2020-04-16,UK,20178
1379,2020-04-16,Turkey,4801
1380,2020-04-16,Switzerland,642
1381,2020-04-16,Sweden,1246
1382,2020-04-16,Spain,10615
1383,2020-04-16,Poland,797
1384,2020-04-16,Netherlands,3366
1385,2020-04-16,Ireland,709
1386,2020-04-16,Germany,9878
1387,2020-04-16,France,4805
1388,2020-04-16,Belgium,3314
1389,2020-04-16,Austria,336
1390,2020-04-16,Italy,11143
1391,2020-04-17,Poland,824
1392,2020-04-17,Turkey,4353
1393,2020-04-17,Switzerland,580
1394,2020-04-17,Sweden,1378
1395,2020-04-17,Spain,11979
1396,2020-04-17,Netherlands,3648
1397,2020-04-17,UK,19030
1398,2020-04-17,Ireland,778
1399,2020-04-17,Austria,297
1400,2020-04-17,Belgium,2757
1401,2020-04-17,Italy,10231
1402,2020-04-17,Germany,8197
1403,2020-04-17,France,2319
1404,2020-04-18,UK,17997
1405,2020-04-18,Turkey,3783
1406,2020-04-18,Switzerland,290
1407,2020-04-18,Sweden,1064
1408,2020-04-18,Poland,908
1409,2020-04-18,Netherlands,3267
1410,2020-04-18,Spain,7548
1411,2020-04-18,Ireland,493
1412,2020-04-18,Germany,5589
1413,2020-04-18,France,2943
1414,2020-04-18,Belgium,1434
1415,2020-04-18,Austria,180
1416,2020-04-18,Italy,10265
1417,2020-04-19,UK,14998
1418,2020-04-19,Turkey,3977
1419,2020-04-19,Switzerland,172
1420,2020-04-19,Sweden,776
1421,2020-04-19,Spain,4823
1422,2020-04-19,Netherlands,2862
1423,2020-04-19,Poland,851
1424,2020-04-19,Ireland,401
1425,2020-04-19,Germany,4461
1426,2020-04-19,France,852
1427,2020-04-19,Belgium,879
1428,2020-04-19,Austria,141
1429,2020-04-19,Italy,8902
1430,2020-04-20,UK,16909
1431,2020-04-20,Turkey,4674
1432,2020-04-20,Switzerland,554
1433,2020-04-20,Sweden,922
1434,2020-04-20,Spain,7126
1435,2020-04-20,Poland,569
1436,2020-04-20,Italy,6664
1437,2020-04-20,Ireland,388
1438,2020-04-20,Germany,5603
1439,2020-04-20,France,3371
1440,2020-04-20,Belgium,2517
1441,2020-04-20,Austria,204
1442,2020-04-20,Netherlands,2196
1443,2020-04-21,UK,18388
1444,2020-04-21,Turkey,4611
1445,2020-04-21,Switzerland,426
1446,2020-04-21,Sweden,1414
1447,2020-04-21,Poland,576
1448,2020-04-21,Spain,8900
1449,2020-04-21,Netherlands,2158
1450,2020-04-21,Austria,210
1451,2020-04-21,Belgium,2517
1452,2020-04-21,Italy,8081
1453,2020-04-21,Germany,6855
1454,2020-04-21,Ireland,631
1455,2020-04-21,France,4061
1456,2020-04-22,UK,21430
1457,2020-04-22,Turkey,3083
1458,2020-04-22,Switzerland,310
1459,2020-04-22,Sweden,1446
1460,2020-04-22,Spain,8903
1461,2020-04-22,Netherlands,2298
1462,2020-04-22,Poland,655
1463,2020-04-22,Ireland,936
1464,2020-04-22,Germany,7069
1465,2020-04-22,France,3032
1466,2020-04-22,Belgium,1541
1467,2020-04-22,Austria,219
1468,2020-04-22,Italy,9980
1469,2020-04-23,UK,20277
1470,2020-04-23,Turkey,3116
1471,2020-04-23,Switzerland,414
1472,2020-04-23,Sweden,1516
1473,2020-04-23,Spain,7082
1474,2020-04-23,Poland,723
1475,2020-04-23,Italy,7712
1476,2020-04-23,Ireland,577
1477,2020-04-23,Germany,6084
1478,2020-04-23,France,2821
1479,2020-04-23,Belgium,1940
1480,2020-04-23,Austria,180
1481,2020-04-23,Netherlands,2569
1482,2020-04-24,UK,19217
1483,2020-04-24,Turkey,3122
1484,2020-04-24,Switzerland,334
1485,2020-04-24,Sweden,1562
1486,2020-04-24,Spain,7486
1487,2020-04-24,Poland,762
1488,2020-04-24,Netherlands,2227
1489,2020-04-24,Ireland,377
1490,2020-04-24,Germany,5079
1491,2020-04-24,France,2716
1492,2020-04-24,Belgium,1606
1493,2020-04-24,Austria,237
1494,2020-04-24,Italy,8974
1495,2020-04-25,UK,14686
1496,2020-04-25,Turkey,2861
1497,2020-04-25,Switzerland,174
1498,2020-04-25,Sweden,946
1499,2020-04-25,Spain,4444
1500,2020-04-25,Poland,725
1501,2020-04-25,Netherlands,1949
1502,2020-04-25,Ireland,701
1503,2020-04-25,Austria,186
1504,2020-04-25,Belgium,771
1505,2020-04-25,Italy,6958
1506,2020-04-25,Germany,3246
1507,2020-04-25,France,1669
1508,2020-04-26,UK,13383
1509,2020-04-26,Turkey,2357
1510,2020-04-26,Switzerland,122
1511,2020-04-26,Sweden,600
1512,2020-04-26,Spain,2631
1513,2020-04-26,Netherlands,1685
1514,2020-04-26,Poland,629
1515,2020-04-26,Ireland,386
1516,2020-04-26,Germany,2527
1517,2020-04-26,France,487
1518,2020-04-26,Belgium,407
1519,2020-04-26,Austria,105
1520,2020-04-26,Italy,6835
1521,2020-04-27,UK,18488
1522,2020-04-27,Turkey,2131
1523,2020-04-27,Switzerland,346
1524,2020-04-27,Sweden,1126
1525,2020-04-27,Poland,601
1526,2020-04-27,Spain,4800
1527,2020-04-27,Netherlands,987
1528,2020-04-27,Ireland,229
1529,2020-04-27,Germany,3701
1530,2020-04-27,France,4346
1531,2020-04-27,Belgium,1499
1532,2020-04-27,Austria,210
1533,2020-04-27,Italy,5052
1534,2020-04-28,UK,18149
1535,2020-04-28,Turkey,2392
1536,2020-04-28,Switzerland,308
1537,2020-04-28,Sweden,1484
1538,2020-04-28,Spain,5629
1539,2020-04-28,Poland,738
1540,2020-04-28,Italy,6245
1541,2020-04-28,Ireland,376
1542,2020-04-28,Germany,4352
1543,2020-04-28,France,2192
1544,2020-04-28,Belgium,1123
1545,2020-04-28,Austria,147
1546,2020-04-28,Netherlands,746
1547,2020-04-29,UK,21201
1548,2020-04-29,Turkey,2936
1549,2020-04-29,Switzerland,240
1550,2020-04-29,Sweden,1598
1551,2020-04-29,Spain,5489
1552,2020-04-29,Poland,659
1553,2020-04-29,Netherlands,1299
1554,2020-04-29,Ireland,359
1555,2020-04-29,Austria,183
1556,2020-04-29,Belgium,1037
1557,2020-04-29,Italy,6169
1558,2020-04-29,Germany,4323
1559,2020-04-29,France,11888
1560,2020-04-30,UK,19454
1561,2020-04-30,Turkey,2615
1562,2020-04-30,Switzerland,202
1563,2020-04-30,Sweden,1272
1564,2020-04-30,Poland,465
1565,2020-04-30,Spain,4912
1566,2020-04-30,Ireland,221
1567,2020-04-30,Germany,3836
1568,2020-04-30,France,1670
1569,2020-04-30,Belgium,1149
1570,2020-04-30,Austria,162
1571,2020-04-30,Italy,5505
1572,2020-04-30,Netherlands,1512
1573,2020-05-01,Poland,498
1574,2020-05-01,UK,18576
1575,2020-05-01,Turkey,2188
1576,2020-05-01,Switzerland,166
1577,2020-05-01,Sweden,1064
1578,2020-05-01,Spain,3312
1579,2020-05-01,Netherlands,1381
1580,2020-05-01,Ireland,343
1581,2020-05-01,Germany,2458
1582,2020-05-01,France,612
1583,2020-05-01,Belgium,469
1584,2020-05-01,Austria,111
1585,2020-05-01,Italy,5816
1586,2020-05-02,UK,12598
1587,2020-05-02,Turkey,1983
1588,2020-05-02,Switzerland,94
1589,2020-05-02,Sweden,598
1590,2020-05-02,Spain,1901
1591,2020-05-02,Poland,588
1592,2020-05-02,Netherlands,1242
1593,2020-05-02,Ireland,330
1594,2020-05-02,Germany,1665
1595,2020-05-02,France,892
1596,2020-05-02,Belgium,567
1597,2020-05-02,Austria,84
1598,2020-05-02,Italy,5585
1599,2020-05-03,Poland,631
1600,2020-05-03,UK,11595
1601,2020-05-03,Turkey,1670
1602,2020-05-03,Switzerland,44
1603,2020-05-03,Spain,1388
1604,2020-05-03,Netherlands,865
1605,2020-05-03,Sweden,522
1606,2020-05-03,Ireland,266
1607,2020-05-03,Austria,36
1608,2020-05-03,Belgium,275
1609,2020-05-03,Italy,4054
1610,2020-05-03,Germany,1577
1611,2020-05-03,France,330
1612,2020-05-04,Spain,3216
1613,2020-05-04,UK,13132
1614,2020-05-04,Turkey,1614
1615,2020-05-04,Switzerland,178
1616,2020-05-04,Sweden,954
1617,2020-05-04,Poland,738
1618,2020-05-04,Netherlands,735
1619,2020-05-04,Italy,3608
1620,2020-05-04,Ireland,211
1621,2020-05-04,Germany,2550
1622,2020-05-04,France,1178
1623,2020-05-04,Belgium,1330
1624,2020-05-04,Austria,90
1625,2020-05-05,Sweden,1314
1626,2020-05-05,Switzerland,146
1627,2020-05-05,Spain,3968
1628,2020-05-05,UK,14239
1629,2020-05-05,Turkey,1832
1630,2020-05-05,Poland,734
1631,2020-05-05,Netherlands,963
1632,2020-05-05,Italy,3158
1633,2020-05-05,Ireland,265
1634,2020-05-05,Germany,3399
1635,2020-05-05,France,1660
1636,2020-05-05,Belgium,1087
1637,2020-05-05,Austria,162
1638,2020-05-06,UK,14876
1639,2020-05-06,Turkey,2253
1640,2020-05-06,Switzerland,158
1641,2020-05-06,Sweden,1490
1642,2020-05-06,Spain,3893
1643,2020-05-06,Poland,616
1644,2020-05-06,Ireland,137
1645,2020-05-06,Italy,4316
1646,2020-05-06,Germany,3642
1647,2020-05-06,France,4596
1648,2020-05-06,Belgium,1085
1649,2020-05-06,Austria,138
1650,2020-05-06,Netherlands,831
1651,2020-05-07,Sweden,1570
1652,2020-05-07,Switzerland,92
1653,2020-05-07,Spain,3543
1654,2020-05-07,UK,14649
1655,2020-05-07,Turkey,1977
1656,2020-05-07,Poland,626
1657,2020-05-07,Netherlands,1217
1658,2020-05-07,Italy,4161
1659,2020-05-07,Ireland,156
1660,2020-05-07,Germany,3374
1661,2020-05-07,France,959
1662,2020-05-07,Belgium,876
1663,2020-05-07,Austria,120
1664,2020-05-08,UK,11915
1665,2020-05-08,Turkey,1848
1666,2020-05-08,Switzerland,118
1667,2020-05-08,Sweden,1402
1668,2020-05-08,Spain,3090
1669,2020-05-08,Poland,604
1670,2020-05-08,Netherlands,940
1671,2020-05-08,Italy,3956
1672,2020-05-08,Ireland,219
1673,2020-05-08,Germany,2633
1674,2020-05-08,France,673
1675,2020-05-08,Belgium,924
1676,2020-05-08,Austria,147
1677,2020-05-09,UK,8370
1678,2020-05-09,Turkey,1546
1679,2020-05-09,Switzerland,78
1680,2020-05-09,Sweden,1018
1681,2020-05-09,Spain,1917
1682,2020-05-09,Poland,630
1683,2020-05-09,Ireland,236
1684,2020-05-09,Italy,3196
1685,2020-05-09,Germany,1697
1686,2020-05-09,France,499
1687,2020-05-09,Belgium,475
1688,2020-05-09,Austria,90
1689,2020-05-09,Netherlands,816
1690,2020-05-10,UK,9088
1691,2020-05-10,Turkey,1542
1692,2020-05-10,Switzerland,30
1693,2020-05-10,Sweden,558
1694,2020-05-10,Spain,1196
1695,2020-05-10,Poland,675
1696,2020-05-10,Ireland,139
1697,2020-05-10,Italy,2383
1698,2020-05-10,Germany,1369
1699,2020-05-10,France,244
1700,2020-05-10,Belgium,231
1701,2020-05-10,Austria,45
1702,2020-05-10,Netherlands,667
1703,2020-05-11,Sweden,910
1704,2020-05-11,Switzerland,94
1705,2020-05-11,Spain,3816
